Sorted container:
Container contains 1000 elements.0: It is Parallelepiped: a = 18, b = 20, c = 19. SurfaceArea = 2164.000000.
788: It is Tetrahedron: a = 7. SurfaceArea = 84.870490.
789: It is Tetrahedron: a = 7. SurfaceArea = 84.870490.
790: It is Tetrahedron: a = 7. SurfaceArea = 84.870490.
791: It is Tetrahedron: a = 7. SurfaceArea = 84.870490.
792: It is Tetrahedron: a = 7. SurfaceArea = 84.870490.
793: It is Tetrahedron: a = 7. SurfaceArea = 84.870490.
794: It is Tetrahedron: a = 7. SurfaceArea = 84.870490.
795: It is Tetrahedron: a = 7. SurfaceArea = 84.870490.
796: It is Tetrahedron: a = 7. SurfaceArea = 84.870490.
797: It is Parallelepiped: a = 3, b = 9, c = 1. SurfaceArea = 78.000000.
798: It is Parallelepiped: a = 9, b = 3, c = 1. SurfaceArea = 78.000000.
799: It is Parallelepiped: a = 1, b = 3, c = 9. SurfaceArea = 78.000000.
800: It is Parallelepiped: a = 1, b = 2, c = 12. SurfaceArea = 76.000000.
801: It is Sphere: r = 6. SurfaceArea = 75.396000.
802: It is Sphere: r = 6. SurfaceArea = 75.396000.
803: It is Sphere: r = 6. SurfaceArea = 75.396000.
804: It is Sphere: r = 6. SurfaceArea = 75.396000.
805: It is Sphere: r = 6. SurfaceArea = 75.396000.
806: It is Sphere: r = 6. SurfaceArea = 75.396000.
807: It is Sphere: r = 6. SurfaceArea = 75.396000.
808: It is Sphere: r = 6. SurfaceArea = 75.396000.
809: It is Sphere: r = 6. SurfaceArea = 75.396000.
810: It is Sphere: r = 6. SurfaceArea = 75.396000.
811: It is Sphere: r = 6. SurfaceArea = 75.396000.
812: It is Sphere: r = 6. SurfaceArea = 75.396000.
813: It is Sphere: r = 6. SurfaceArea = 75.396000.
814: It is Sphere: r = 6. SurfaceArea = 75.396000.
815: It is Sphere: r = 6. SurfaceArea = 75.396000.
816: It is Sphere: r = 6. SurfaceArea = 75.396000.
817: It is Sphere: r = 6. SurfaceArea = 75.396000.
818: It is Sphere: r = 6. SurfaceArea = 75.396000.
819: It is Sphere: r = 6. SurfaceArea = 75.396000.
820: It is Parallelepiped: a = 3, b = 3, c = 4. SurfaceArea = 66.000000.
821: It is Sphere: r = 5. SurfaceArea = 62.830000.
822: It is Sphere: r = 5. SurfaceArea = 62.830000.
823: It is Sphere: r = 5. SurfaceArea = 62.830000.
824: It is Sphere: r = 5. SurfaceArea = 62.830000.
825: It is Sphere: r = 5. SurfaceArea = 62.830000.
826: It is Sphere: r = 5. SurfaceArea = 62.830000.
827: It is Sphere: r = 5. SurfaceArea = 62.830000.
828: It is Sphere: r = 5. SurfaceArea = 62.830000.
829: It is Sphere: r = 5. SurfaceArea = 62.830000.
830: It is Sphere: r = 5. SurfaceArea = 62.830000.
831: It is Sphere: r = 5. SurfaceArea = 62.830000.
832: It is Sphere: r = 5. SurfaceArea = 62.830000.
833: It is Sphere: r = 5. SurfaceArea = 62.830000.
834: It is Sphere: r = 5. SurfaceArea = 62.830000.
835: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
836: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
837: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
838: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
839: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
840: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
841: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
842: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
843: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
844: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
845: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
846: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
847: It is Tetrahedron: a = 6. SurfaceArea = 62.353829.
848: It is Parallelepiped: a = 1, b = 5, c = 4. SurfaceArea = 58.000000.
849: It is Parallelepiped: a = 5, b = 4, c = 1. SurfaceArea = 58.000000.
850: It is Sphere: r = 4. SurfaceArea = 50.264000.
851: It is Sphere: r = 4. SurfaceArea = 50.264000.
852: It is Sphere: r = 4. SurfaceArea = 50.264000.
853: It is Sphere: r = 4. SurfaceArea = 50.264000.
854: It is Sphere: r = 4. SurfaceArea = 50.264000.
855: It is Sphere: r = 4. SurfaceArea = 50.264000.
856: It is Sphere: r = 4. SurfaceArea = 50.264000.
857: It is Sphere: r = 4. SurfaceArea = 50.264000.
858: It is Sphere: r = 4. SurfaceArea = 50.264000.
859: It is Sphere: r = 4. SurfaceArea = 50.264000.
860: It is Sphere: r = 4. SurfaceArea = 50.264000.
861: It is Sphere: r = 4. SurfaceArea = 50.264000.
862: It is Sphere: r = 4. SurfaceArea = 50.264000.
863: It is Sphere: r = 4. SurfaceArea = 50.264000.
864: It is Sphere: r = 4. SurfaceArea = 50.264000.
865: It is Sphere: r = 4. SurfaceArea = 50.264000.
866: It is Sphere: r = 4. SurfaceArea = 50.264000.
867: It is Sphere: r = 4. SurfaceArea = 50.264000.
868: It is Sphere: r = 4. SurfaceArea = 50.264000.
869: It is Sphere: r = 4. SurfaceArea = 50.264000.
870: It is Parallelepiped: a = 5, b = 1, c = 3. SurfaceArea = 46.000000.
871: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
872: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
873: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
874: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
875: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
876: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
877: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
878: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
879: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
880: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
881: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
882: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
883: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
884: It is Tetrahedron: a = 5. SurfaceArea = 43.301270.
885: It is Parallelepiped: a = 3, b = 3, c = 2. SurfaceArea = 42.000000.
886: It is Parallelepiped: a = 1, b = 3, c = 4. SurfaceArea = 38.000000.
887: It is Sphere: r = 3. SurfaceArea = 37.698000.
888: It is Sphere: r = 3. SurfaceArea = 37.698000.
889: It is Sphere: r = 3. SurfaceArea = 37.698000.
890: It is Sphere: r = 3. SurfaceArea = 37.698000.
891: It is Sphere: r = 3. SurfaceArea = 37.698000.
892: It is Sphere: r = 3. SurfaceArea = 37.698000.
893: It is Sphere: r = 3. SurfaceArea = 37.698000.
894: It is Sphere: r = 3. SurfaceArea = 37.698000.
895: It is Sphere: r = 3. SurfaceArea = 37.698000.
896: It is Sphere: r = 3. SurfaceArea = 37.698000.
897: It is Sphere: r = 3. SurfaceArea = 37.698000.
898: It is Sphere: r = 3. SurfaceArea = 37.698000.
899: It is Parallelepiped: a = 8, b = 1, c = 1. SurfaceArea = 34.000000.
900: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
901: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
902: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
903: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
904: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
905: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
906: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
907: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
908: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
909: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
910: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
911: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
912: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
913: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
914: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
915: It is Sphere: r = 2. SurfaceArea = 25.132000.
916: It is Sphere: r = 2. SurfaceArea = 25.132000.
917: It is Sphere: r = 2. SurfaceArea = 25.132000.
918: It is Sphere: r = 2. SurfaceArea = 25.132000.
919: It is Sphere: r = 2. SurfaceArea = 25.132000.
920: It is Sphere: r = 2. SurfaceArea = 25.132000.
921: It is Sphere: r = 2. SurfaceArea = 25.132000.
922: It is Sphere: r = 2. SurfaceArea = 25.132000.
923: It is Sphere: r = 2. SurfaceArea = 25.132000.
924: It is Sphere: r = 2. SurfaceArea = 25.132000.
925: It is Sphere: r = 2. SurfaceArea = 25.132000.
926: It is Sphere: r = 2. SurfaceArea = 25.132000.
927: It is Sphere: r = 2. SurfaceArea = 25.132000.
928: It is Sphere: r = 2. SurfaceArea = 25.132000.
929: It is Sphere: r = 2. SurfaceArea = 25.132000.
930: It is Sphere: r = 2. SurfaceArea = 25.132000.
931: It is Sphere: r = 2. SurfaceArea = 25.132000.
932: It is Sphere: r = 2. SurfaceArea = 25.132000.
933: It is Parallelepiped: a = 2, b = 1, c = 2. SurfaceArea = 16.000000.
934: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
935: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
936: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
937: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
938: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
939: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
940: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
941: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
942: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
943: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
944: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
945: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
946: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
947: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
948: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
949: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
950: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
951: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
952: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
953: It is Parallelepiped: a = 1, b = 1, c = 3. SurfaceArea = 14.000000.
954: It is Sphere: r = 1. SurfaceArea = 12.566000.
955: It is Sphere: r = 1. SurfaceArea = 12.566000.
956: It is Sphere: r = 1. SurfaceArea = 12.566000.
957: It is Sphere: r = 1. SurfaceArea = 12.566000.
958: It is Sphere: r = 1. SurfaceArea = 12.566000.
959: It is Sphere: r = 1. SurfaceArea = 12.566000.
960: It is Sphere: r = 1. SurfaceArea = 12.566000.
961: It is Sphere: r = 1. SurfaceArea = 12.566000.
962: It is Sphere: r = 1. SurfaceArea = 12.566000.
963: It is Sphere: r = 1. SurfaceArea = 12.566000.
964: It is Sphere: r = 1. SurfaceArea = 12.566000.
965: It is Sphere: r = 1. SurfaceArea = 12.566000.
966: It is Sphere: r = 1. SurfaceArea = 12.566000.
967: It is Sphere: r = 1. SurfaceArea = 12.566000.
968: It is Sphere: r = 1. SurfaceArea = 12.566000.
969: It is Sphere: r = 1. SurfaceArea = 12.566000.
970: It is Sphere: r = 1. SurfaceArea = 12.566000.
971: It is Sphere: r = 1. SurfaceArea = 12.566000.
972: It is Sphere: r = 1. SurfaceArea = 12.566000.
973: It is Sphere: r = 1. SurfaceArea = 12.566000.
974: It is Sphere: r = 1. SurfaceArea = 12.566000.
975: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
976: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
977: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
978: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
979: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
980: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
981: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
982: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
983: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
984: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
985: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
986: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
987: It is Tetrahedron: a = 2. SurfaceArea = 6.928203.
988: It is Tetrahedron: a = 1. SurfaceArea = 1.732051.
989: It is Tetrahedron: a = 1. SurfaceArea = 1.732051.
990: It is Tetrahedron: a = 1. SurfaceArea = 1.732051.
991: It is Tetrahedron: a = 1. SurfaceArea = 1.732051.
992: It is Tetrahedron: a = 1. SurfaceArea = 1.732051.
993: It is Tetrahedron: a = 1. SurfaceArea = 1.732051.
994: It is Tetrahedron: a = 1. SurfaceArea = 1.732051.
995: It is Tetrahedron: a = 1. SurfaceArea = 1.732051.
996: It is Tetrahedron: a = 1. SurfaceArea = 1.732051.
997: It is Tetrahedron: a = 1. SurfaceArea = 1.732051.
998: It is Tetrahedron: a = 1. SurfaceArea = 1.732051.
999: It is Tetrahedron: a = 1. SurfaceArea = 1.732051.
