Sorted container:
Container contains 10000 elements.0: It is Parallelepiped: a = 20, b = 20, c = 20. SurfaceArea = 2400.000000.
3494: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3495: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3496: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3497: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3498: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3499: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3500: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3501: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3502: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3503: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3504: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3505: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3506: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3507: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3508: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3509: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3510: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3511: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3512: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3513: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3514: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3515: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3516: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3517: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3518: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3519: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3520: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3521: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3522: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3523: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3524: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3525: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3526: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3527: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3528: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3529: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3530: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3531: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3532: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3533: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3534: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3535: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3536: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3537: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3538: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3539: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3540: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3541: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3542: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3543: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3544: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3545: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3546: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3547: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3548: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3549: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3550: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3551: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3552: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3553: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3554: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3555: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3556: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3557: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3558: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3559: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3560: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3561: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3562: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3563: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3564: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3565: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3566: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3567: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3568: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3569: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3570: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3571: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3572: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3573: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3574: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3575: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3576: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3577: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3578: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3579: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3580: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3581: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3582: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3583: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3584: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3585: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3586: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3587: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3588: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3589: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3590: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3591: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3592: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3593: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3594: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3595: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3596: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3597: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3598: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3599: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3600: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3601: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3602: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3603: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3604: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3605: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3606: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3607: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3608: It is Tetrahedron: a = 14. SurfaceArea = 339.481958.
3609: It is Parallelepiped: a = 1, b = 16, c = 9. SurfaceArea = 338.000000.
3610: It is Parallelepiped: a = 16, b = 9, c = 1. SurfaceArea = 338.000000.
3611: It is Parallelepiped: a = 1, b = 9, c = 16. SurfaceArea = 338.000000.
3612: It is Parallelepiped: a = 1, b = 9, c = 16. SurfaceArea = 338.000000.
3613: It is Parallelepiped: a = 6, b = 6, c = 11. SurfaceArea = 336.000000.
3614: It is Parallelepiped: a = 19, b = 4, c = 4. SurfaceArea = 336.000000.
3615: It is Parallelepiped: a = 1, b = 12, c = 12. SurfaceArea = 336.000000.
3616: It is Parallelepiped: a = 4, b = 19, c = 4. SurfaceArea = 336.000000.
3617: It is Parallelepiped: a = 5, b = 11, c = 7. SurfaceArea = 334.000000.
3618: It is Parallelepiped: a = 11, b = 5, c = 7. SurfaceArea = 334.000000.
3619: It is Parallelepiped: a = 13, b = 11, c = 1. SurfaceArea = 334.000000.
3620: It is Parallelepiped: a = 13, b = 3, c = 8. SurfaceArea = 334.000000.
3621: It is Parallelepiped: a = 19, b = 3, c = 5. SurfaceArea = 334.000000.
3622: It is Parallelepiped: a = 13, b = 3, c = 8. SurfaceArea = 334.000000.
3623: It is Parallelepiped: a = 20, b = 1, c = 7. SurfaceArea = 334.000000.
3624: It is Parallelepiped: a = 19, b = 5, c = 3. SurfaceArea = 334.000000.
3625: It is Parallelepiped: a = 3, b = 19, c = 5. SurfaceArea = 334.000000.
3626: It is Parallelepiped: a = 13, b = 1, c = 11. SurfaceArea = 334.000000.
3627: It is Parallelepiped: a = 19, b = 3, c = 5. SurfaceArea = 334.000000.
3628: It is Parallelepiped: a = 8, b = 13, c = 3. SurfaceArea = 334.000000.
3629: It is Parallelepiped: a = 7, b = 20, c = 1. SurfaceArea = 334.000000.
3630: It is Parallelepiped: a = 13, b = 11, c = 1. SurfaceArea = 334.000000.
3631: It is Parallelepiped: a = 1, b = 13, c = 11. SurfaceArea = 334.000000.
3632: It is Parallelepiped: a = 1, b = 7, c = 20. SurfaceArea = 334.000000.
3633: It is Parallelepiped: a = 7, b = 5, c = 11. SurfaceArea = 334.000000.
3634: It is Parallelepiped: a = 11, b = 1, c = 13. SurfaceArea = 334.000000.
3635: It is Parallelepiped: a = 5, b = 3, c = 19. SurfaceArea = 334.000000.
3636: It is Parallelepiped: a = 2, b = 8, c = 15. SurfaceArea = 332.000000.
3637: It is Parallelepiped: a = 10, b = 9, c = 4. SurfaceArea = 332.000000.
3638: It is Parallelepiped: a = 10, b = 4, c = 9. SurfaceArea = 332.000000.
3639: It is Parallelepiped: a = 8, b = 15, c = 2. SurfaceArea = 332.000000.
3640: It is Parallelepiped: a = 2, b = 15, c = 8. SurfaceArea = 332.000000.
3641: It is Parallelepiped: a = 15, b = 8, c = 2. SurfaceArea = 332.000000.
3642: It is Parallelepiped: a = 2, b = 15, c = 8. SurfaceArea = 332.000000.
3643: It is Parallelepiped: a = 11, b = 11, c = 2. SurfaceArea = 330.000000.
3644: It is Parallelepiped: a = 10, b = 14, c = 1. SurfaceArea = 328.000000.
3645: It is Parallelepiped: a = 6, b = 2, c = 19. SurfaceArea = 328.000000.
3646: It is Parallelepiped: a = 8, b = 4, c = 11. SurfaceArea = 328.000000.
3647: It is Parallelepiped: a = 4, b = 6, c = 14. SurfaceArea = 328.000000.
3648: It is Parallelepiped: a = 10, b = 2, c = 12. SurfaceArea = 328.000000.
3649: It is Parallelepiped: a = 12, b = 10, c = 2. SurfaceArea = 328.000000.
3650: It is Parallelepiped: a = 4, b = 5, c = 16. SurfaceArea = 328.000000.
3651: It is Parallelepiped: a = 1, b = 14, c = 10. SurfaceArea = 328.000000.
3652: It is Parallelepiped: a = 4, b = 8, c = 11. SurfaceArea = 328.000000.
3653: It is Parallelepiped: a = 1, b = 14, c = 10. SurfaceArea = 328.000000.
3654: It is Parallelepiped: a = 4, b = 5, c = 16. SurfaceArea = 328.000000.
3655: It is Parallelepiped: a = 16, b = 4, c = 5. SurfaceArea = 328.000000.
3656: It is Parallelepiped: a = 6, b = 12, c = 5. SurfaceArea = 324.000000.
3657: It is Parallelepiped: a = 16, b = 6, c = 3. SurfaceArea = 324.000000.
3658: It is Parallelepiped: a = 6, b = 3, c = 16. SurfaceArea = 324.000000.
3659: It is Parallelepiped: a = 6, b = 5, c = 12. SurfaceArea = 324.000000.
3660: It is Parallelepiped: a = 6, b = 16, c = 3. SurfaceArea = 324.000000.
3661: It is Parallelepiped: a = 12, b = 6, c = 5. SurfaceArea = 324.000000.
3662: It is Parallelepiped: a = 6, b = 5, c = 12. SurfaceArea = 324.000000.
3663: It is Parallelepiped: a = 14, b = 7, c = 3. SurfaceArea = 322.000000.
3664: It is Parallelepiped: a = 1, b = 8, c = 17. SurfaceArea = 322.000000.
3665: It is Parallelepiped: a = 7, b = 14, c = 3. SurfaceArea = 322.000000.
3666: It is Parallelepiped: a = 14, b = 7, c = 3. SurfaceArea = 322.000000.
3667: It is Parallelepiped: a = 7, b = 14, c = 3. SurfaceArea = 322.000000.
3668: It is Parallelepiped: a = 8, b = 17, c = 1. SurfaceArea = 322.000000.
3669: It is Parallelepiped: a = 13, b = 2, c = 9. SurfaceArea = 322.000000.
3670: It is Parallelepiped: a = 1, b = 17, c = 8. SurfaceArea = 322.000000.
3671: It is Parallelepiped: a = 8, b = 7, c = 7. SurfaceArea = 322.000000.
3672: It is Parallelepiped: a = 1, b = 8, c = 17. SurfaceArea = 322.000000.
3673: It is Parallelepiped: a = 3, b = 10, c = 10. SurfaceArea = 320.000000.
3674: It is Parallelepiped: a = 3, b = 10, c = 10. SurfaceArea = 320.000000.
3675: It is Parallelepiped: a = 12, b = 4, c = 7. SurfaceArea = 320.000000.
3676: It is Parallelepiped: a = 7, b = 12, c = 4. SurfaceArea = 320.000000.
3677: It is Parallelepiped: a = 8, b = 6, c = 8. SurfaceArea = 320.000000.
3678: It is Parallelepiped: a = 19, b = 1, c = 7. SurfaceArea = 318.000000.
3679: It is Parallelepiped: a = 1, b = 15, c = 9. SurfaceArea = 318.000000.
3680: It is Parallelepiped: a = 1, b = 9, c = 15. SurfaceArea = 318.000000.
3681: It is Parallelepiped: a = 18, b = 3, c = 5. SurfaceArea = 318.000000.
3682: It is Parallelepiped: a = 11, b = 9, c = 3. SurfaceArea = 318.000000.
3683: It is Parallelepiped: a = 7, b = 9, c = 6. SurfaceArea = 318.000000.
3684: It is Parallelepiped: a = 18, b = 3, c = 5. SurfaceArea = 318.000000.
3685: It is Parallelepiped: a = 3, b = 9, c = 11. SurfaceArea = 318.000000.
3686: It is Parallelepiped: a = 7, b = 6, c = 9. SurfaceArea = 318.000000.
3687: It is Parallelepiped: a = 16, b = 7, c = 2. SurfaceArea = 316.000000.
3688: It is Parallelepiped: a = 5, b = 8, c = 9. SurfaceArea = 314.000000.
3689: It is Parallelepiped: a = 8, b = 9, c = 5. SurfaceArea = 314.000000.
3690: It is Parallelepiped: a = 8, b = 2, c = 14. SurfaceArea = 312.000000.
3691: It is Parallelepiped: a = 8, b = 14, c = 2. SurfaceArea = 312.000000.
3692: It is Parallelepiped: a = 10, b = 6, c = 6. SurfaceArea = 312.000000.
3693: It is Parallelepiped: a = 12, b = 8, c = 3. SurfaceArea = 312.000000.
3694: It is Parallelepiped: a = 12, b = 8, c = 3. SurfaceArea = 312.000000.
3695: It is Parallelepiped: a = 6, b = 10, c = 6. SurfaceArea = 312.000000.
3696: It is Parallelepiped: a = 4, b = 5, c = 15. SurfaceArea = 310.000000.
3697: It is Parallelepiped: a = 5, b = 7, c = 10. SurfaceArea = 310.000000.
3698: It is Parallelepiped: a = 7, b = 10, c = 5. SurfaceArea = 310.000000.
3699: It is Parallelepiped: a = 5, b = 10, c = 7. SurfaceArea = 310.000000.
3700: It is Parallelepiped: a = 5, b = 10, c = 7. SurfaceArea = 310.000000.
3701: It is Parallelepiped: a = 12, b = 1, c = 11. SurfaceArea = 310.000000.
3702: It is Parallelepiped: a = 7, b = 10, c = 5. SurfaceArea = 310.000000.
3703: It is Parallelepiped: a = 4, b = 5, c = 15. SurfaceArea = 310.000000.
3704: It is Parallelepiped: a = 4, b = 6, c = 13. SurfaceArea = 308.000000.
3705: It is Parallelepiped: a = 4, b = 6, c = 13. SurfaceArea = 308.000000.
3706: It is Parallelepiped: a = 1, b = 10, c = 13. SurfaceArea = 306.000000.
3707: It is Parallelepiped: a = 1, b = 10, c = 13. SurfaceArea = 306.000000.
3708: It is Parallelepiped: a = 3, b = 6, c = 15. SurfaceArea = 306.000000.
3709: It is Parallelepiped: a = 9, b = 9, c = 4. SurfaceArea = 306.000000.
3710: It is Parallelepiped: a = 9, b = 4, c = 9. SurfaceArea = 306.000000.
3711: It is Parallelepiped: a = 4, b = 20, c = 3. SurfaceArea = 304.000000.
3712: It is Parallelepiped: a = 16, b = 8, c = 1. SurfaceArea = 304.000000.
3713: It is Parallelepiped: a = 10, b = 2, c = 11. SurfaceArea = 304.000000.
3714: It is Parallelepiped: a = 16, b = 8, c = 1. SurfaceArea = 304.000000.
3715: It is Parallelepiped: a = 3, b = 4, c = 20. SurfaceArea = 304.000000.
3716: It is Parallelepiped: a = 8, b = 4, c = 10. SurfaceArea = 304.000000.
3717: It is Parallelepiped: a = 2, b = 10, c = 11. SurfaceArea = 304.000000.
3718: It is Parallelepiped: a = 20, b = 4, c = 3. SurfaceArea = 304.000000.
3719: It is Parallelepiped: a = 7, b = 1, c = 18. SurfaceArea = 302.000000.
3720: It is Parallelepiped: a = 11, b = 5, c = 6. SurfaceArea = 302.000000.
3721: It is Parallelepiped: a = 7, b = 18, c = 1. SurfaceArea = 302.000000.
3722: It is Parallelepiped: a = 18, b = 7, c = 1. SurfaceArea = 302.000000.
3723: It is Parallelepiped: a = 7, b = 18, c = 1. SurfaceArea = 302.000000.
3724: It is Parallelepiped: a = 13, b = 3, c = 7. SurfaceArea = 302.000000.
3725: It is Parallelepiped: a = 3, b = 13, c = 7. SurfaceArea = 302.000000.
3726: It is Parallelepiped: a = 12, b = 9, c = 2. SurfaceArea = 300.000000.
3727: It is Parallelepiped: a = 2, b = 9, c = 12. SurfaceArea = 300.000000.
3728: It is Parallelepiped: a = 2, b = 20, c = 5. SurfaceArea = 300.000000.
3729: It is Parallelepiped: a = 15, b = 7, c = 2. SurfaceArea = 298.000000.
3730: It is Parallelepiped: a = 9, b = 14, c = 1. SurfaceArea = 298.000000.
3731: It is Parallelepiped: a = 15, b = 2, c = 7. SurfaceArea = 298.000000.
3732: It is Parallelepiped: a = 7, b = 2, c = 15. SurfaceArea = 298.000000.
3733: It is Parallelepiped: a = 1, b = 9, c = 14. SurfaceArea = 298.000000.
3734: It is Parallelepiped: a = 2, b = 15, c = 7. SurfaceArea = 298.000000.
3735: It is Parallelepiped: a = 6, b = 17, c = 2. SurfaceArea = 296.000000.
3736: It is Parallelepiped: a = 2, b = 6, c = 17. SurfaceArea = 296.000000.
3737: It is Parallelepiped: a = 2, b = 17, c = 6. SurfaceArea = 296.000000.
3738: It is Parallelepiped: a = 9, b = 10, c = 3. SurfaceArea = 294.000000.
3739: It is Parallelepiped: a = 10, b = 3, c = 9. SurfaceArea = 294.000000.
3740: It is Parallelepiped: a = 10, b = 9, c = 3. SurfaceArea = 294.000000.
3741: It is Parallelepiped: a = 10, b = 9, c = 3. SurfaceArea = 294.000000.
3742: It is Parallelepiped: a = 9, b = 3, c = 10. SurfaceArea = 294.000000.
3743: It is Parallelepiped: a = 7, b = 7, c = 7. SurfaceArea = 294.000000.
3744: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3745: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3746: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3747: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3748: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3749: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3750: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3751: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3752: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3753: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3754: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3755: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3756: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3757: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3758: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3759: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3760: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3761: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3762: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3763: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3764: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3765: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3766: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3767: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3768: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3769: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3770: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3771: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3772: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3773: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3774: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3775: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3776: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3777: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3778: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3779: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3780: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3781: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3782: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3783: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3784: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3785: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3786: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3787: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3788: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3789: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3790: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3791: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3792: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3793: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3794: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3795: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3796: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3797: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3798: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3799: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3800: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3801: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3802: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3803: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3804: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3805: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3806: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3807: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3808: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3809: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3810: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3811: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3812: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3813: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3814: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3815: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3816: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3817: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3818: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3819: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3820: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3821: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3822: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3823: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3824: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3825: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3826: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3827: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3828: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3829: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3830: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3831: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3832: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3833: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3834: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3835: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3836: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3837: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3838: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3839: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3840: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3841: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3842: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3843: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3844: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3845: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3846: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3847: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3848: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3849: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3850: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3851: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3852: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3853: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3854: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3855: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3856: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3857: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3858: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3859: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3860: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3861: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3862: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3863: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3864: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3865: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3866: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3867: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3868: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3869: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3870: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3871: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3872: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3873: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3874: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
