Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 19.765, surface area = 2320.0
3778: It is a tetrahedron, a = 13, density = 19.883, surface area = 292.71658647914023
3779: It is a tetrahedron, a = 13, density = 12.758, surface area = 292.71658647914023
3780: It is a tetrahedron, a = 13, density = 6.257, surface area = 292.71658647914023
3781: It is a tetrahedron, a = 13, density = 8.742, surface area = 292.71658647914023
3782: It is a tetrahedron, a = 13, density = 10.88, surface area = 292.71658647914023
3783: It is a tetrahedron, a = 13, density = 12.204, surface area = 292.71658647914023
3784: It is a tetrahedron, a = 13, density = 16.661, surface area = 292.71658647914023
3785: It is a tetrahedron, a = 13, density = 7.515, surface area = 292.71658647914023
3786: It is a tetrahedron, a = 13, density = 0.705, surface area = 292.71658647914023
3787: It is a tetrahedron, a = 13, density = 15.898, surface area = 292.71658647914023
3788: It is a tetrahedron, a = 13, density = 14.932, surface area = 292.71658647914023
3789: It is a tetrahedron, a = 13, density = 12.695, surface area = 292.71658647914023
3790: It is a tetrahedron, a = 13, density = 14.805, surface area = 292.71658647914023
3791: It is a tetrahedron, a = 13, density = 17.331, surface area = 292.71658647914023
3792: It is a tetrahedron, a = 13, density = 18.286, surface area = 292.71658647914023
3793: It is a tetrahedron, a = 13, density = 16.293, surface area = 292.71658647914023
3794: It is a tetrahedron, a = 13, density = 8.309, surface area = 292.71658647914023
3795: It is a tetrahedron, a = 13, density = 12.564, surface area = 292.71658647914023
3796: It is a tetrahedron, a = 13, density = 9.845, surface area = 292.71658647914023
3797: It is a tetrahedron, a = 13, density = 0.801, surface area = 292.71658647914023
3798: It is a tetrahedron, a = 13, density = 5.938, surface area = 292.71658647914023
3799: It is a tetrahedron, a = 13, density = 3.554, surface area = 292.71658647914023
3800: It is a tetrahedron, a = 13, density = 2.492, surface area = 292.71658647914023
3801: It is a tetrahedron, a = 13, density = 17.925, surface area = 292.71658647914023
3802: It is a tetrahedron, a = 13, density = 15.94, surface area = 292.71658647914023
3803: It is a tetrahedron, a = 13, density = 0.783, surface area = 292.71658647914023
3804: It is a tetrahedron, a = 13, density = 2.977, surface area = 292.71658647914023
3805: It is a tetrahedron, a = 13, density = 14.357, surface area = 292.71658647914023
3806: It is a tetrahedron, a = 13, density = 0.205, surface area = 292.71658647914023
3807: It is a tetrahedron, a = 13, density = 11.911, surface area = 292.71658647914023
3808: It is a tetrahedron, a = 13, density = 10.684, surface area = 292.71658647914023
3809: It is a tetrahedron, a = 13, density = 1.935, surface area = 292.71658647914023
3810: It is a tetrahedron, a = 13, density = 18.407, surface area = 292.71658647914023
3811: It is a tetrahedron, a = 13, density = 15.884, surface area = 292.71658647914023
3812: It is a tetrahedron, a = 13, density = 18.068, surface area = 292.71658647914023
3813: It is a tetrahedron, a = 13, density = 2.314, surface area = 292.71658647914023
3814: It is a tetrahedron, a = 13, density = 17.862, surface area = 292.71658647914023
3815: It is a tetrahedron, a = 13, density = 19.768, surface area = 292.71658647914023
3816: It is a tetrahedron, a = 13, density = 6.166, surface area = 292.71658647914023
3817: It is a tetrahedron, a = 13, density = 4.637, surface area = 292.71658647914023
3818: It is a tetrahedron, a = 13, density = 1.34, surface area = 292.71658647914023
3819: It is a tetrahedron, a = 13, density = 19.462, surface area = 292.71658647914023
3820: It is a tetrahedron, a = 13, density = 8.286, surface area = 292.71658647914023
3821: It is a tetrahedron, a = 13, density = 1.442, surface area = 292.71658647914023
3822: It is a tetrahedron, a = 13, density = 15.363, surface area = 292.71658647914023
3823: It is a tetrahedron, a = 13, density = 13.893, surface area = 292.71658647914023
3824: It is a tetrahedron, a = 13, density = 16.965, surface area = 292.71658647914023
3825: It is a tetrahedron, a = 13, density = 14.368, surface area = 292.71658647914023
3826: It is a tetrahedron, a = 13, density = 12.607, surface area = 292.71658647914023
3827: It is a tetrahedron, a = 13, density = 5.022, surface area = 292.71658647914023
3828: It is a tetrahedron, a = 13, density = 7.734, surface area = 292.71658647914023
3829: It is a tetrahedron, a = 13, density = 10.381, surface area = 292.71658647914023
3830: It is a tetrahedron, a = 13, density = 8.989, surface area = 292.71658647914023
3831: It is a tetrahedron, a = 13, density = 13.11, surface area = 292.71658647914023
3832: It is a tetrahedron, a = 13, density = 12.105, surface area = 292.71658647914023
3833: It is a tetrahedron, a = 13, density = 19.221, surface area = 292.71658647914023
3834: It is a tetrahedron, a = 13, density = 2.313, surface area = 292.71658647914023
3835: It is a tetrahedron, a = 13, density = 8.214, surface area = 292.71658647914023
3836: It is a tetrahedron, a = 13, density = 15.748, surface area = 292.71658647914023
3837: It is a tetrahedron, a = 13, density = 17.195, surface area = 292.71658647914023
3838: It is a tetrahedron, a = 13, density = 9.242, surface area = 292.71658647914023
3839: It is a tetrahedron, a = 13, density = 9.33, surface area = 292.71658647914023
3840: It is a tetrahedron, a = 13, density = 1.384, surface area = 292.71658647914023
3841: It is a tetrahedron, a = 13, density = 0.258, surface area = 292.71658647914023
3842: It is a tetrahedron, a = 13, density = 3.685, surface area = 292.71658647914023
3843: It is a tetrahedron, a = 13, density = 1.398, surface area = 292.71658647914023
3844: It is a tetrahedron, a = 13, density = 16.63, surface area = 292.71658647914023
3845: It is a tetrahedron, a = 13, density = 14.432, surface area = 292.71658647914023
3846: It is a tetrahedron, a = 13, density = 19.724, surface area = 292.71658647914023
3847: It is a tetrahedron, a = 13, density = 16.715, surface area = 292.71658647914023
3848: It is a tetrahedron, a = 13, density = 6.63, surface area = 292.71658647914023
3849: It is a tetrahedron, a = 13, density = 5.709, surface area = 292.71658647914023
3850: It is a tetrahedron, a = 13, density = 11.471, surface area = 292.71658647914023
3851: It is a tetrahedron, a = 13, density = 7.238, surface area = 292.71658647914023
3852: It is a tetrahedron, a = 13, density = 16.313, surface area = 292.71658647914023
3853: It is a tetrahedron, a = 13, density = 5.935, surface area = 292.71658647914023
3854: It is a tetrahedron, a = 13, density = 17.804, surface area = 292.71658647914023
3855: It is a tetrahedron, a = 13, density = 11.235, surface area = 292.71658647914023
3856: It is a tetrahedron, a = 13, density = 8.033, surface area = 292.71658647914023
3857: It is a tetrahedron, a = 13, density = 12.408, surface area = 292.71658647914023
3858: It is a tetrahedron, a = 13, density = 8.216, surface area = 292.71658647914023
3859: It is a tetrahedron, a = 13, density = 10.573, surface area = 292.71658647914023
3860: It is a tetrahedron, a = 13, density = 3.814, surface area = 292.71658647914023
3861: It is a tetrahedron, a = 13, density = 14.56, surface area = 292.71658647914023
3862: It is a tetrahedron, a = 13, density = 11.552, surface area = 292.71658647914023
3863: It is a tetrahedron, a = 13, density = 6.879, surface area = 292.71658647914023
3864: It is a tetrahedron, a = 13, density = 2.757, surface area = 292.71658647914023
3865: It is a tetrahedron, a = 13, density = 10.025, surface area = 292.71658647914023
3866: It is a tetrahedron, a = 13, density = 17.382, surface area = 292.71658647914023
3867: It is a tetrahedron, a = 13, density = 14.867, surface area = 292.71658647914023
3868: It is a tetrahedron, a = 13, density = 14.7, surface area = 292.71658647914023
3869: It is a tetrahedron, a = 13, density = 0.274, surface area = 292.71658647914023
3870: It is a tetrahedron, a = 13, density = 12.031, surface area = 292.71658647914023
3871: It is a tetrahedron, a = 13, density = 6.186, surface area = 292.71658647914023
3872: It is a tetrahedron, a = 13, density = 18.694, surface area = 292.71658647914023
3873: It is a tetrahedron, a = 13, density = 18.845, surface area = 292.71658647914023
3874: It is a tetrahedron, a = 13, density = 12.768, surface area = 292.71658647914023
3875: It is a tetrahedron, a = 13, density = 15.086, surface area = 292.71658647914023
3876: It is a tetrahedron, a = 13, density = 17.901, surface area = 292.71658647914023
3877: It is a tetrahedron, a = 13, density = 17.748, surface area = 292.71658647914023
3878: It is a tetrahedron, a = 13, density = 12.162, surface area = 292.71658647914023
3879: It is a tetrahedron, a = 13, density = 19.627, surface area = 292.71658647914023
3880: It is a tetrahedron, a = 13, density = 10.634, surface area = 292.71658647914023
3881: It is a tetrahedron, a = 13, density = 18.399, surface area = 292.71658647914023
3882: It is a tetrahedron, a = 13, density = 2.572, surface area = 292.71658647914023
3883: It is a tetrahedron, a = 13, density = 10.986, surface area = 292.71658647914023
3884: It is a tetrahedron, a = 13, density = 12.763, surface area = 292.71658647914023
3885: It is a tetrahedron, a = 13, density = 15.272, surface area = 292.71658647914023
3886: It is a tetrahedron, a = 13, density = 0.785, surface area = 292.71658647914023
3887: It is a parallelepiped, a = 14, b = 5, c = 4, density = 18.856, surface area = 292.0
3888: It is a parallelepiped, a = 5, b = 4, c = 14, density = 7.073, surface area = 292.0
3889: It is a parallelepiped, a = 13, b = 8, c = 2, density = 9.145, surface area = 292.0
3890: It is a parallelepiped, a = 4, b = 5, c = 14, density = 2.522, surface area = 292.0
3891: It is a parallelepiped, a = 2, b = 13, c = 8, density = 9.981, surface area = 292.0
3892: It is a parallelepiped, a = 8, b = 7, c = 6, density = 3.817, surface area = 292.0
3893: It is a parallelepiped, a = 1, b = 20, c = 6, density = 7.954, surface area = 292.0
3894: It is a parallelepiped, a = 5, b = 14, c = 4, density = 12.641, surface area = 292.0
3895: It is a parallelepiped, a = 14, b = 4, c = 5, density = 17.038, surface area = 292.0
3896: It is a parallelepiped, a = 5, b = 14, c = 4, density = 2.931, surface area = 292.0
3897: It is a parallelepiped, a = 20, b = 6, c = 1, density = 16.107, surface area = 292.0
3898: It is a parallelepiped, a = 13, b = 2, c = 8, density = 8.871, surface area = 292.0
3899: It is a parallelepiped, a = 14, b = 4, c = 5, density = 13.208, surface area = 292.0
3900: It is a parallelepiped, a = 5, b = 5, c = 12, density = 19.46, surface area = 290.0
3901: It is a parallelepiped, a = 4, b = 3, c = 19, density = 15.675, surface area = 290.0
3902: It is a parallelepiped, a = 8, b = 11, c = 3, density = 19.002, surface area = 290.0
3903: It is a parallelepiped, a = 5, b = 5, c = 12, density = 7.363, surface area = 290.0
3904: It is a parallelepiped, a = 3, b = 11, c = 8, density = 9.038, surface area = 290.0
3905: It is a parallelepiped, a = 9, b = 6, c = 6, density = 5.171, surface area = 288.0
3906: It is a parallelepiped, a = 16, b = 4, c = 4, density = 8.53, surface area = 288.0
3907: It is a parallelepiped, a = 14, b = 3, c = 6, density = 14.68, surface area = 288.0
3908: It is a parallelepiped, a = 4, b = 12, c = 6, density = 2.707, surface area = 288.0
3909: It is a parallelepiped, a = 14, b = 3, c = 6, density = 14.012, surface area = 288.0
3910: It is a parallelepiped, a = 4, b = 12, c = 6, density = 16.336, surface area = 288.0
3911: It is a parallelepiped, a = 8, b = 5, c = 8, density = 1.931, surface area = 288.0
3912: It is a parallelepiped, a = 16, b = 4, c = 4, density = 13.48, surface area = 288.0
3913: It is a parallelepiped, a = 6, b = 3, c = 14, density = 13.617, surface area = 288.0
3914: It is a parallelepiped, a = 6, b = 3, c = 14, density = 8.496, surface area = 288.0
3915: It is a parallelepiped, a = 9, b = 7, c = 5, density = 4.465, surface area = 286.0
3916: It is a parallelepiped, a = 15, b = 8, c = 1, density = 8.176, surface area = 286.0
3917: It is a parallelepiped, a = 2, b = 5, c = 19, density = 13.971, surface area = 286.0
3918: It is a parallelepiped, a = 5, b = 3, c = 16, density = 17.622, surface area = 286.0
3919: It is a parallelepiped, a = 7, b = 1, c = 17, density = 8.654, surface area = 286.0
3920: It is a parallelepiped, a = 9, b = 5, c = 7, density = 11.406, surface area = 286.0
3921: It is a parallelepiped, a = 7, b = 9, c = 5, density = 14.642, surface area = 286.0
3922: It is a parallelepiped, a = 19, b = 5, c = 2, density = 11.787, surface area = 286.0
3923: It is a parallelepiped, a = 11, b = 11, c = 1, density = 4.644, surface area = 286.0
3924: It is a parallelepiped, a = 8, b = 1, c = 15, density = 12.327, surface area = 286.0
3925: It is a parallelepiped, a = 12, b = 1, c = 10, density = 5.932, surface area = 284.0
3926: It is a parallelepiped, a = 1, b = 10, c = 12, density = 18.403, surface area = 284.0
3927: It is a parallelepiped, a = 3, b = 7, c = 12, density = 19.103, surface area = 282.0
3928: It is a parallelepiped, a = 7, b = 3, c = 12, density = 13.497, surface area = 282.0
3929: It is a parallelepiped, a = 16, b = 6, c = 2, density = 17.546, surface area = 280.0
3930: It is a parallelepiped, a = 10, b = 10, c = 2, density = 4.41, surface area = 280.0
3931: It is a parallelepiped, a = 2, b = 10, c = 10, density = 9.41, surface area = 280.0
3932: It is a parallelepiped, a = 10, b = 6, c = 5, density = 12.763, surface area = 280.0
3933: It is a parallelepiped, a = 4, b = 9, c = 8, density = 11.289, surface area = 280.0
3934: It is a parallelepiped, a = 2, b = 7, c = 14, density = 13.651, surface area = 280.0
3935: It is a parallelepiped, a = 6, b = 16, c = 2, density = 3.939, surface area = 280.0
3936: It is a parallelepiped, a = 2, b = 7, c = 14, density = 2.373, surface area = 280.0
3937: It is a parallelepiped, a = 10, b = 5, c = 6, density = 14.559, surface area = 280.0
3938: It is a parallelepiped, a = 2, b = 7, c = 14, density = 8.173, surface area = 280.0
3939: It is a parallelepiped, a = 2, b = 7, c = 14, density = 0.553, surface area = 280.0
3940: It is a parallelepiped, a = 6, b = 19, c = 1, density = 13.149, surface area = 278.0
3941: It is a parallelepiped, a = 1, b = 9, c = 13, density = 15.863, surface area = 278.0
3942: It is a parallelepiped, a = 6, b = 19, c = 1, density = 16.593, surface area = 278.0
3943: It is a parallelepiped, a = 9, b = 2, c = 11, density = 14.29, surface area = 278.0
3944: It is a parallelepiped, a = 9, b = 11, c = 2, density = 18.959, surface area = 278.0
3945: It is a parallelepiped, a = 19, b = 1, c = 6, density = 8.047, surface area = 278.0
3946: It is a parallelepiped, a = 1, b = 19, c = 6, density = 10.265, surface area = 278.0
3947: It is a parallelepiped, a = 7, b = 4, c = 10, density = 13.067, surface area = 276.0
3948: It is a parallelepiped, a = 3, b = 4, c = 18, density = 11.747, surface area = 276.0
3949: It is a parallelepiped, a = 13, b = 5, c = 4, density = 0.73, surface area = 274.0
3950: It is a parallelepiped, a = 2, b = 8, c = 12, density = 14.427, surface area = 272.0
3951: It is a parallelepiped, a = 18, b = 5, c = 2, density = 12.773, surface area = 272.0
3952: It is a parallelepiped, a = 5, b = 2, c = 18, density = 5.933, surface area = 272.0
3953: It is a parallelepiped, a = 2, b = 8, c = 12, density = 16.395, surface area = 272.0
3954: It is a parallelepiped, a = 5, b = 18, c = 2, density = 15.599, surface area = 272.0
3955: It is a parallelepiped, a = 4, b = 15, c = 4, density = 7.782, surface area = 272.0
3956: It is a parallelepiped, a = 8, b = 2, c = 12, density = 9.021, surface area = 272.0
3957: It is a parallelepiped, a = 7, b = 16, c = 1, density = 7.605, surface area = 270.0
3958: It is a parallelepiped, a = 11, b = 5, c = 5, density = 8.93, surface area = 270.0
3959: It is a parallelepiped, a = 1, b = 16, c = 7, density = 6.353, surface area = 270.0
3960: It is a parallelepiped, a = 1, b = 7, c = 16, density = 6.495, surface area = 270.0
3961: It is a parallelepiped, a = 5, b = 11, c = 5, density = 12.567, surface area = 270.0
3962: It is a parallelepiped, a = 9, b = 3, c = 9, density = 16.907, surface area = 270.0
3963: It is a parallelepiped, a = 3, b = 9, c = 9, density = 19.949, surface area = 270.0
3964: It is a parallelepiped, a = 14, b = 8, c = 1, density = 9.501, surface area = 268.0
3965: It is a parallelepiped, a = 14, b = 1, c = 8, density = 4.214, surface area = 268.0
3966: It is a parallelepiped, a = 4, b = 6, c = 11, density = 9.714, surface area = 268.0
3967: It is a parallelepiped, a = 3, b = 10, c = 8, density = 9.756, surface area = 268.0
3968: It is a parallelepiped, a = 11, b = 4, c = 6, density = 5.719, surface area = 268.0
3969: It is a parallelepiped, a = 8, b = 10, c = 3, density = 7.343, surface area = 268.0
3970: It is a parallelepiped, a = 1, b = 8, c = 14, density = 19.888, surface area = 268.0
3971: It is a parallelepiped, a = 4, b = 6, c = 11, density = 4.599, surface area = 268.0
3972: It is a parallelepiped, a = 1, b = 8, c = 14, density = 0.106, surface area = 268.0
3973: It is a parallelepiped, a = 7, b = 6, c = 7, density = 13.867, surface area = 266.0
3974: It is a parallelepiped, a = 18, b = 6, c = 1, density = 18.693, surface area = 264.0
3975: It is a parallelepiped, a = 18, b = 6, c = 1, density = 11.755, surface area = 264.0
3976: It is a parallelepiped, a = 2, b = 15, c = 6, density = 12.888, surface area = 264.0
3977: It is a parallelepiped, a = 6, b = 2, c = 15, density = 11.132, surface area = 264.0
3978: It is a parallelepiped, a = 2, b = 7, c = 13, density = 16.737, surface area = 262.0
3979: It is a parallelepiped, a = 13, b = 2, c = 7, density = 8.944, surface area = 262.0
3980: It is a parallelepiped, a = 4, b = 17, c = 3, density = 2.33, surface area = 262.0
3981: It is a parallelepiped, a = 5, b = 7, c = 8, density = 9.89, surface area = 262.0
3982: It is a parallelepiped, a = 2, b = 7, c = 13, density = 6.278, surface area = 262.0
3983: It is a parallelepiped, a = 11, b = 10, c = 1, density = 13.761, surface area = 262.0
3984: It is a parallelepiped, a = 11, b = 10, c = 1, density = 6.001, surface area = 262.0
3985: It is a parallelepiped, a = 6, b = 9, c = 5, density = 17.831, surface area = 258.0
3986: It is a parallelepiped, a = 2, b = 17, c = 5, density = 3.815, surface area = 258.0
3987: It is a parallelepiped, a = 9, b = 12, c = 1, density = 5.405, surface area = 258.0
3988: It is a parallelepiped, a = 5, b = 2, c = 17, density = 14.915, surface area = 258.0
3989: It is a parallelepiped, a = 20, b = 3, c = 3, density = 5.269, surface area = 258.0
3990: It is a parallelepiped, a = 12, b = 9, c = 1, density = 7.305, surface area = 258.0
3991: It is a parallelepiped, a = 17, b = 2, c = 5, density = 10.287, surface area = 258.0
3992: It is a parallelepiped, a = 2, b = 10, c = 9, density = 11.306, surface area = 256.0
3993: It is a parallelepiped, a = 4, b = 8, c = 8, density = 13.793, surface area = 256.0
3994: It is a parallelepiped, a = 4, b = 8, c = 8, density = 0.319, surface area = 256.0
3995: It is a parallelepiped, a = 20, b = 4, c = 2, density = 4.431, surface area = 256.0
3996: It is a parallelepiped, a = 9, b = 2, c = 10, density = 14.163, surface area = 256.0
3997: It is a parallelepiped, a = 4, b = 14, c = 4, density = 8.938, surface area = 256.0
3998: It is a parallelepiped, a = 20, b = 2, c = 4, density = 2.587, surface area = 256.0
3999: It is a parallelepiped, a = 2, b = 9, c = 10, density = 18.025, surface area = 256.0
4000: It is a parallelepiped, a = 12, b = 5, c = 4, density = 7.454, surface area = 256.0
4001: It is a parallelepiped, a = 9, b = 2, c = 10, density = 13.193, surface area = 256.0
4002: It is a parallelepiped, a = 2, b = 10, c = 9, density = 5.35, surface area = 256.0
4003: It is a parallelepiped, a = 20, b = 4, c = 2, density = 13.514, surface area = 256.0
4004: It is a parallelepiped, a = 2, b = 4, c = 20, density = 15.22, surface area = 256.0
4005: It is a parallelepiped, a = 10, b = 9, c = 2, density = 9.858, surface area = 256.0
4006: It is a parallelepiped, a = 7, b = 4, c = 9, density = 15.884, surface area = 254.0
4007: It is a parallelepiped, a = 3, b = 14, c = 5, density = 19.914, surface area = 254.0
4008: It is a parallelepiped, a = 14, b = 3, c = 5, density = 18.057, surface area = 254.0
4009: It is a parallelepiped, a = 15, b = 1, c = 7, density = 15.775, surface area = 254.0
4010: It is a parallelepiped, a = 1, b = 15, c = 7, density = 0.738, surface area = 254.0
4011: It is a parallelepiped, a = 15, b = 7, c = 1, density = 3.198, surface area = 254.0
4012: It is a parallelepiped, a = 5, b = 3, c = 14, density = 2.664, surface area = 254.0
4013: It is a parallelepiped, a = 9, b = 4, c = 7, density = 10.718, surface area = 254.0
4014: It is a parallelepiped, a = 5, b = 3, c = 14, density = 2.451, surface area = 254.0
4015: It is a parallelepiped, a = 3, b = 5, c = 14, density = 1.504, surface area = 254.0
4016: It is a parallelepiped, a = 7, b = 15, c = 1, density = 18.43, surface area = 254.0
4017: It is a parallelepiped, a = 5, b = 3, c = 14, density = 19.921, surface area = 254.0
4018: It is a parallelepiped, a = 1, b = 7, c = 15, density = 6.07, surface area = 254.0
4019: It is a parallelepiped, a = 11, b = 2, c = 8, density = 0.411, surface area = 252.0
4020: It is a parallelepiped, a = 3, b = 6, c = 12, density = 0.725, surface area = 252.0
4021: It is a parallelepiped, a = 3, b = 12, c = 6, density = 7.82, surface area = 252.0
4022: It is a sphere, r = 20, density = 19.057, surface area = 251.32000000000002
4023: It is a sphere, r = 20, density = 11.886, surface area = 251.32000000000002
4024: It is a sphere, r = 20, density = 15.604, surface area = 251.32000000000002
4025: It is a sphere, r = 20, density = 7.076, surface area = 251.32000000000002
4026: It is a sphere, r = 20, density = 10.746, surface area = 251.32000000000002
4027: It is a sphere, r = 20, density = 8.104, surface area = 251.32000000000002
4028: It is a sphere, r = 20, density = 8.582, surface area = 251.32000000000002
4029: It is a sphere, r = 20, density = 14.217, surface area = 251.32000000000002
4030: It is a sphere, r = 20, density = 19.137, surface area = 251.32000000000002
4031: It is a sphere, r = 20, density = 13.502, surface area = 251.32000000000002
4032: It is a sphere, r = 20, density = 2.082, surface area = 251.32000000000002
4033: It is a sphere, r = 20, density = 2.809, surface area = 251.32000000000002
4034: It is a sphere, r = 20, density = 9.041, surface area = 251.32000000000002
4035: It is a sphere, r = 20, density = 2.535, surface area = 251.32000000000002
4036: It is a sphere, r = 20, density = 4.824, surface area = 251.32000000000002
4037: It is a sphere, r = 20, density = 1.685, surface area = 251.32000000000002
4038: It is a sphere, r = 20, density = 15.019, surface area = 251.32000000000002
4039: It is a sphere, r = 20, density = 0.808, surface area = 251.32000000000002
4040: It is a sphere, r = 20, density = 14.751, surface area = 251.32000000000002
4041: It is a sphere, r = 20, density = 4.837, surface area = 251.32000000000002
4042: It is a sphere, r = 20, density = 5.368, surface area = 251.32000000000002
4043: It is a sphere, r = 20, density = 6.507, surface area = 251.32000000000002
4044: It is a sphere, r = 20, density = 15.188, surface area = 251.32000000000002
4045: It is a sphere, r = 20, density = 9.577, surface area = 251.32000000000002
4046: It is a sphere, r = 20, density = 9.827, surface area = 251.32000000000002
4047: It is a sphere, r = 20, density = 1.553, surface area = 251.32000000000002
4048: It is a sphere, r = 20, density = 13.623, surface area = 251.32000000000002
4049: It is a sphere, r = 20, density = 1.536, surface area = 251.32000000000002
4050: It is a sphere, r = 20, density = 15.096, surface area = 251.32000000000002
4051: It is a sphere, r = 20, density = 0.808, surface area = 251.32000000000002
4052: It is a sphere, r = 20, density = 1.134, surface area = 251.32000000000002
4053: It is a sphere, r = 20, density = 10.801, surface area = 251.32000000000002
4054: It is a sphere, r = 20, density = 1.121, surface area = 251.32000000000002
4055: It is a sphere, r = 20, density = 14.363, surface area = 251.32000000000002
4056: It is a sphere, r = 20, density = 17.784, surface area = 251.32000000000002
4057: It is a sphere, r = 20, density = 5.334, surface area = 251.32000000000002
4058: It is a sphere, r = 20, density = 12.621, surface area = 251.32000000000002
4059: It is a sphere, r = 20, density = 5.942, surface area = 251.32000000000002
4060: It is a sphere, r = 20, density = 11.906, surface area = 251.32000000000002
4061: It is a sphere, r = 20, density = 19.364, surface area = 251.32000000000002
4062: It is a sphere, r = 20, density = 3.69, surface area = 251.32000000000002
4063: It is a sphere, r = 20, density = 8.614, surface area = 251.32000000000002
4064: It is a sphere, r = 20, density = 5.011, surface area = 251.32000000000002
4065: It is a sphere, r = 20, density = 12.524, surface area = 251.32000000000002
4066: It is a sphere, r = 20, density = 8.806, surface area = 251.32000000000002
4067: It is a sphere, r = 20, density = 1.525, surface area = 251.32000000000002
4068: It is a sphere, r = 20, density = 1.996, surface area = 251.32000000000002
4069: It is a sphere, r = 20, density = 16.741, surface area = 251.32000000000002
4070: It is a sphere, r = 20, density = 19.01, surface area = 251.32000000000002
4071: It is a sphere, r = 20, density = 3.137, surface area = 251.32000000000002
4072: It is a sphere, r = 20, density = 18.526, surface area = 251.32000000000002
4073: It is a sphere, r = 20, density = 19.763, surface area = 251.32000000000002
4074: It is a sphere, r = 20, density = 11.012, surface area = 251.32000000000002
4075: It is a sphere, r = 20, density = 15.082, surface area = 251.32000000000002
4076: It is a sphere, r = 20, density = 11.797, surface area = 251.32000000000002
4077: It is a sphere, r = 20, density = 17.213, surface area = 251.32000000000002
4078: It is a sphere, r = 20, density = 11.692, surface area = 251.32000000000002
4079: It is a sphere, r = 20, density = 2.102, surface area = 251.32000000000002
4080: It is a sphere, r = 20, density = 6.243, surface area = 251.32000000000002
4081: It is a sphere, r = 20, density = 18.05, surface area = 251.32000000000002
4082: It is a sphere, r = 20, density = 15.162, surface area = 251.32000000000002
4083: It is a sphere, r = 20, density = 0.795, surface area = 251.32000000000002
4084: It is a sphere, r = 20, density = 7.022, surface area = 251.32000000000002
4085: It is a sphere, r = 20, density = 1.875, surface area = 251.32000000000002
4086: It is a sphere, r = 20, density = 18.333, surface area = 251.32000000000002
4087: It is a sphere, r = 20, density = 6.632, surface area = 251.32000000000002
4088: It is a sphere, r = 20, density = 11.288, surface area = 251.32000000000002
4089: It is a sphere, r = 20, density = 12.702, surface area = 251.32000000000002
4090: It is a sphere, r = 20, density = 19.852, surface area = 251.32000000000002
4091: It is a sphere, r = 20, density = 12.501, surface area = 251.32000000000002
4092: It is a sphere, r = 20, density = 13.047, surface area = 251.32000000000002
4093: It is a sphere, r = 20, density = 12.747, surface area = 251.32000000000002
4094: It is a sphere, r = 20, density = 1.059, surface area = 251.32000000000002
4095: It is a sphere, r = 20, density = 2.374, surface area = 251.32000000000002
4096: It is a sphere, r = 20, density = 17.299, surface area = 251.32000000000002
4097: It is a sphere, r = 20, density = 1.396, surface area = 251.32000000000002
4098: It is a sphere, r = 20, density = 15.396, surface area = 251.32000000000002
4099: It is a sphere, r = 20, density = 0.621, surface area = 251.32000000000002
4100: It is a sphere, r = 20, density = 1.262, surface area = 251.32000000000002
4101: It is a sphere, r = 20, density = 11.381, surface area = 251.32000000000002
4102: It is a sphere, r = 20, density = 11.665, surface area = 251.32000000000002
4103: It is a sphere, r = 20, density = 2.521, surface area = 251.32000000000002
4104: It is a sphere, r = 20, density = 12.363, surface area = 251.32000000000002
4105: It is a sphere, r = 20, density = 13.837, surface area = 251.32000000000002
4106: It is a sphere, r = 20, density = 12.31, surface area = 251.32000000000002
4107: It is a sphere, r = 20, density = 13.032, surface area = 251.32000000000002
4108: It is a sphere, r = 20, density = 14.25, surface area = 251.32000000000002
4109: It is a sphere, r = 20, density = 13.728, surface area = 251.32000000000002
4110: It is a sphere, r = 20, density = 13.145, surface area = 251.32000000000002
4111: It is a sphere, r = 20, density = 17.529, surface area = 251.32000000000002
4112: It is a sphere, r = 20, density = 1.595, surface area = 251.32000000000002
4113: It is a sphere, r = 20, density = 1.778, surface area = 251.32000000000002
4114: It is a sphere, r = 20, density = 0.68, surface area = 251.32000000000002
4115: It is a sphere, r = 20, density = 7.876, surface area = 251.32000000000002
4116: It is a sphere, r = 20, density = 10.739, surface area = 251.32000000000002
4117: It is a sphere, r = 20, density = 12.461, surface area = 251.32000000000002
4118: It is a sphere, r = 20, density = 13.894, surface area = 251.32000000000002
4119: It is a sphere, r = 20, density = 8.353, surface area = 251.32000000000002
4120: It is a sphere, r = 20, density = 4.797, surface area = 251.32000000000002
4121: It is a sphere, r = 20, density = 17.876, surface area = 251.32000000000002
4122: It is a sphere, r = 20, density = 17.944, surface area = 251.32000000000002
4123: It is a sphere, r = 20, density = 11.972, surface area = 251.32000000000002
4124: It is a sphere, r = 20, density = 8.632, surface area = 251.32000000000002
4125: It is a sphere, r = 20, density = 10.426, surface area = 251.32000000000002
4126: It is a sphere, r = 20, density = 2.149, surface area = 251.32000000000002
4127: It is a sphere, r = 20, density = 19.354, surface area = 251.32000000000002
4128: It is a sphere, r = 20, density = 3.578, surface area = 251.32000000000002
4129: It is a sphere, r = 20, density = 1.501, surface area = 251.32000000000002
4130: It is a sphere, r = 20, density = 11.108, surface area = 251.32000000000002
4131: It is a sphere, r = 20, density = 1.542, surface area = 251.32000000000002
