Container contains 1000 elements:
1: It is a parallelepiped, a = 19, b = 20, c = 17, density = 5.246, surface area = 2086.0
727: It is a sphere, r = 8, density = 9.748, surface area = 100.528
728: It is a sphere, r = 8, density = 16.299, surface area = 100.528
729: It is a sphere, r = 8, density = 5.082, surface area = 100.528
730: It is a sphere, r = 8, density = 14.122, surface area = 100.528
731: It is a sphere, r = 8, density = 3.128, surface area = 100.528
732: It is a sphere, r = 8, density = 1.374, surface area = 100.528
733: It is a sphere, r = 8, density = 1.294, surface area = 100.528
734: It is a sphere, r = 8, density = 4.378, surface area = 100.528
735: It is a sphere, r = 8, density = 10.149, surface area = 100.528
736: It is a sphere, r = 8, density = 17.625, surface area = 100.528
737: It is a sphere, r = 8, density = 3.827, surface area = 100.528
738: It is a sphere, r = 8, density = 19.961, surface area = 100.528
739: It is a sphere, r = 8, density = 17.69, surface area = 100.528
740: It is a sphere, r = 8, density = 5.813, surface area = 100.528
741: It is a sphere, r = 8, density = 18.912, surface area = 100.528
742: It is a sphere, r = 8, density = 5.896, surface area = 100.528
743: It is a sphere, r = 8, density = 11.335, surface area = 100.528
744: It is a sphere, r = 8, density = 16.45, surface area = 100.528
745: It is a sphere, r = 8, density = 2.696, surface area = 100.528
746: It is a sphere, r = 8, density = 18.739, surface area = 100.528
747: It is a sphere, r = 8, density = 13.989, surface area = 100.528
748: It is a parallelepiped, a = 4, b = 2, c = 7, density = 11.518, surface area = 100.0
749: It is a parallelepiped, a = 16, b = 2, c = 1, density = 15.862, surface area = 100.0
750: It is a parallelepiped, a = 15, b = 2, c = 1, density = 3.902, surface area = 94.0
751: It is a parallelepiped, a = 3, b = 6, c = 3, density = 19.746, surface area = 90.0
752: It is a sphere, r = 7, density = 0.849, surface area = 87.962
753: It is a sphere, r = 7, density = 7.462, surface area = 87.962
754: It is a sphere, r = 7, density = 11.825, surface area = 87.962
755: It is a sphere, r = 7, density = 16.055, surface area = 87.962
756: It is a sphere, r = 7, density = 19.167, surface area = 87.962
757: It is a sphere, r = 7, density = 13.708, surface area = 87.962
758: It is a sphere, r = 7, density = 10.88, surface area = 87.962
759: It is a sphere, r = 7, density = 3.394, surface area = 87.962
760: It is a sphere, r = 7, density = 14.516, surface area = 87.962
761: It is a sphere, r = 7, density = 17.626, surface area = 87.962
762: It is a sphere, r = 7, density = 2.056, surface area = 87.962
763: It is a sphere, r = 7, density = 7.424, surface area = 87.962
764: It is a sphere, r = 7, density = 13.955, surface area = 87.962
765: It is a sphere, r = 7, density = 12.02, surface area = 87.962
766: It is a sphere, r = 7, density = 3.412, surface area = 87.962
767: It is a parallelepiped, a = 10, b = 3, c = 1, density = 10.102, surface area = 86.0
768: It is a tetrahedron, a = 7, density = 7.407, surface area = 84.87048957087498
769: It is a tetrahedron, a = 7, density = 18.377, surface area = 84.87048957087498
770: It is a tetrahedron, a = 7, density = 1.632, surface area = 84.87048957087498
771: It is a tetrahedron, a = 7, density = 17.159, surface area = 84.87048957087498
772: It is a tetrahedron, a = 7, density = 2.957, surface area = 84.87048957087498
773: It is a tetrahedron, a = 7, density = 16.574, surface area = 84.87048957087498
774: It is a tetrahedron, a = 7, density = 5.865, surface area = 84.87048957087498
775: It is a tetrahedron, a = 7, density = 11.726, surface area = 84.87048957087498
776: It is a tetrahedron, a = 7, density = 0.212, surface area = 84.87048957087498
777: It is a tetrahedron, a = 7, density = 8.088, surface area = 84.87048957087498
778: It is a tetrahedron, a = 7, density = 7.269, surface area = 84.87048957087498
779: It is a tetrahedron, a = 7, density = 8.354, surface area = 84.87048957087498
780: It is a tetrahedron, a = 7, density = 15.484, surface area = 84.87048957087498
781: It is a tetrahedron, a = 7, density = 18.747, surface area = 84.87048957087498
782: It is a tetrahedron, a = 7, density = 2.786, surface area = 84.87048957087498
783: It is a tetrahedron, a = 7, density = 14.819, surface area = 84.87048957087498
784: It is a tetrahedron, a = 7, density = 11.472, surface area = 84.87048957087498
785: It is a tetrahedron, a = 7, density = 14.036, surface area = 84.87048957087498
786: It is a tetrahedron, a = 7, density = 19.315, surface area = 84.87048957087498
787: It is a tetrahedron, a = 7, density = 12.535, surface area = 84.87048957087498
788: It is a parallelepiped, a = 5, b = 3, c = 3, density = 4.881, surface area = 78.0
789: It is a sphere, r = 6, density = 3.72, surface area = 75.396
790: It is a sphere, r = 6, density = 7.911, surface area = 75.396
791: It is a sphere, r = 6, density = 8.518, surface area = 75.396
792: It is a sphere, r = 6, density = 3.718, surface area = 75.396
793: It is a sphere, r = 6, density = 9.061, surface area = 75.396
794: It is a sphere, r = 6, density = 19.46, surface area = 75.396
795: It is a sphere, r = 6, density = 3.787, surface area = 75.396
796: It is a sphere, r = 6, density = 5.905, surface area = 75.396
797: It is a sphere, r = 6, density = 13.179, surface area = 75.396
798: It is a sphere, r = 6, density = 7.167, surface area = 75.396
799: It is a sphere, r = 6, density = 0.133, surface area = 75.396
800: It is a sphere, r = 6, density = 19.995, surface area = 75.396
801: It is a sphere, r = 6, density = 4.451, surface area = 75.396
802: It is a parallelepiped, a = 1, b = 1, c = 18, density = 6.496, surface area = 74.0
803: It is a parallelepiped, a = 3, b = 8, c = 1, density = 1.059, surface area = 70.0
804: It is a parallelepiped, a = 1, b = 17, c = 1, density = 10.215, surface area = 70.0
805: It is a parallelepiped, a = 4, b = 4, c = 2, density = 10.947, surface area = 64.0
806: It is a parallelepiped, a = 10, b = 2, c = 1, density = 14.283, surface area = 64.0
807: It is a sphere, r = 5, density = 8.806, surface area = 62.830000000000005
808: It is a sphere, r = 5, density = 3.741, surface area = 62.830000000000005
809: It is a sphere, r = 5, density = 15.032, surface area = 62.830000000000005
810: It is a sphere, r = 5, density = 15.948, surface area = 62.830000000000005
811: It is a sphere, r = 5, density = 0.412, surface area = 62.830000000000005
812: It is a sphere, r = 5, density = 16.208, surface area = 62.830000000000005
813: It is a sphere, r = 5, density = 6.519, surface area = 62.830000000000005
814: It is a sphere, r = 5, density = 4.008, surface area = 62.830000000000005
815: It is a sphere, r = 5, density = 0.941, surface area = 62.830000000000005
816: It is a sphere, r = 5, density = 16.382, surface area = 62.830000000000005
817: It is a sphere, r = 5, density = 4.166, surface area = 62.830000000000005
818: It is a tetrahedron, a = 6, density = 2.733, surface area = 62.353829072479584
819: It is a tetrahedron, a = 6, density = 5.273, surface area = 62.353829072479584
820: It is a tetrahedron, a = 6, density = 9.355, surface area = 62.353829072479584
821: It is a tetrahedron, a = 6, density = 12.986, surface area = 62.353829072479584
822: It is a tetrahedron, a = 6, density = 7.255, surface area = 62.353829072479584
823: It is a tetrahedron, a = 6, density = 1.929, surface area = 62.353829072479584
824: It is a tetrahedron, a = 6, density = 7.574, surface area = 62.353829072479584
825: It is a tetrahedron, a = 6, density = 3.6, surface area = 62.353829072479584
826: It is a tetrahedron, a = 6, density = 15.411, surface area = 62.353829072479584
827: It is a tetrahedron, a = 6, density = 18.268, surface area = 62.353829072479584
828: It is a tetrahedron, a = 6, density = 6.06, surface area = 62.353829072479584
829: It is a tetrahedron, a = 6, density = 15.982, surface area = 62.353829072479584
830: It is a tetrahedron, a = 6, density = 2.698, surface area = 62.353829072479584
831: It is a tetrahedron, a = 6, density = 5.468, surface area = 62.353829072479584
832: It is a parallelepiped, a = 1, b = 3, c = 7, density = 14.36, surface area = 62.0
833: It is a parallelepiped, a = 1, b = 4, c = 5, density = 10.409, surface area = 58.0
834: It is a sphere, r = 4, density = 17.596, surface area = 50.264
835: It is a sphere, r = 4, density = 14.751, surface area = 50.264
836: It is a sphere, r = 4, density = 3.28, surface area = 50.264
837: It is a sphere, r = 4, density = 6.519, surface area = 50.264
838: It is a sphere, r = 4, density = 9.378, surface area = 50.264
839: It is a sphere, r = 4, density = 6.999, surface area = 50.264
840: It is a sphere, r = 4, density = 3.956, surface area = 50.264
841: It is a sphere, r = 4, density = 16.668, surface area = 50.264
842: It is a sphere, r = 4, density = 12.824, surface area = 50.264
843: It is a sphere, r = 4, density = 0.53, surface area = 50.264
844: It is a sphere, r = 4, density = 16.052, surface area = 50.264
845: It is a sphere, r = 4, density = 19.644, surface area = 50.264
846: It is a sphere, r = 4, density = 9.472, surface area = 50.264
847: It is a sphere, r = 4, density = 17.02, surface area = 50.264
848: It is a sphere, r = 4, density = 11.861, surface area = 50.264
849: It is a sphere, r = 4, density = 13.535, surface area = 50.264
850: It is a sphere, r = 4, density = 19.224, surface area = 50.264
851: It is a sphere, r = 4, density = 17.369, surface area = 50.264
852: It is a sphere, r = 4, density = 13.024, surface area = 50.264
853: It is a sphere, r = 4, density = 1.992, surface area = 50.264
854: It is a tetrahedron, a = 5, density = 5.738, surface area = 43.301270189221924
855: It is a tetrahedron, a = 5, density = 12.985, surface area = 43.301270189221924
856: It is a tetrahedron, a = 5, density = 14.909, surface area = 43.301270189221924
857: It is a tetrahedron, a = 5, density = 2.676, surface area = 43.301270189221924
858: It is a tetrahedron, a = 5, density = 3.193, surface area = 43.301270189221924
859: It is a tetrahedron, a = 5, density = 19.287, surface area = 43.301270189221924
860: It is a tetrahedron, a = 5, density = 16.143, surface area = 43.301270189221924
861: It is a tetrahedron, a = 5, density = 10.939, surface area = 43.301270189221924
862: It is a tetrahedron, a = 5, density = 16.567, surface area = 43.301270189221924
863: It is a tetrahedron, a = 5, density = 7.06, surface area = 43.301270189221924
864: It is a tetrahedron, a = 5, density = 1.749, surface area = 43.301270189221924
865: It is a tetrahedron, a = 5, density = 1.05, surface area = 43.301270189221924
866: It is a tetrahedron, a = 5, density = 15.486, surface area = 43.301270189221924
867: It is a tetrahedron, a = 5, density = 14.371, surface area = 43.301270189221924
868: It is a tetrahedron, a = 5, density = 7.585, surface area = 43.301270189221924
869: It is a tetrahedron, a = 5, density = 19.155, surface area = 43.301270189221924
870: It is a tetrahedron, a = 5, density = 14.663, surface area = 43.301270189221924
871: It is a tetrahedron, a = 5, density = 11.995, surface area = 43.301270189221924
872: It is a tetrahedron, a = 5, density = 19.743, surface area = 43.301270189221924
873: It is a tetrahedron, a = 5, density = 18.87, surface area = 43.301270189221924
874: It is a tetrahedron, a = 5, density = 8.521, surface area = 43.301270189221924
875: It is a tetrahedron, a = 5, density = 14.4, surface area = 43.301270189221924
876: It is a tetrahedron, a = 5, density = 4.641, surface area = 43.301270189221924
877: It is a parallelepiped, a = 2, b = 1, c = 6, density = 4.013, surface area = 40.0
878: It is a parallelepiped, a = 1, b = 6, c = 2, density = 3.453, surface area = 40.0
879: It is a sphere, r = 3, density = 16.813, surface area = 37.698
880: It is a sphere, r = 3, density = 6.207, surface area = 37.698
881: It is a sphere, r = 3, density = 0.162, surface area = 37.698
882: It is a sphere, r = 3, density = 18.688, surface area = 37.698
883: It is a sphere, r = 3, density = 0.138, surface area = 37.698
884: It is a sphere, r = 3, density = 3.52, surface area = 37.698
885: It is a sphere, r = 3, density = 10.13, surface area = 37.698
886: It is a sphere, r = 3, density = 8.832, surface area = 37.698
887: It is a sphere, r = 3, density = 11.104, surface area = 37.698
888: It is a sphere, r = 3, density = 18.433, surface area = 37.698
889: It is a sphere, r = 3, density = 6.494, surface area = 37.698
890: It is a sphere, r = 3, density = 14.719, surface area = 37.698
891: It is a sphere, r = 3, density = 5.901, surface area = 37.698
892: It is a sphere, r = 3, density = 15.38, surface area = 37.698
893: It is a sphere, r = 3, density = 19.905, surface area = 37.698
894: It is a sphere, r = 3, density = 16.722, surface area = 37.698
895: It is a sphere, r = 3, density = 12.88, surface area = 37.698
896: It is a parallelepiped, a = 5, b = 1, c = 2, density = 9.903, surface area = 34.0
897: It is a tetrahedron, a = 4, density = 15.626, surface area = 27.712812921102035
898: It is a tetrahedron, a = 4, density = 17.382, surface area = 27.712812921102035
899: It is a tetrahedron, a = 4, density = 15.913, surface area = 27.712812921102035
900: It is a tetrahedron, a = 4, density = 13.663, surface area = 27.712812921102035
901: It is a tetrahedron, a = 4, density = 12.9, surface area = 27.712812921102035
902: It is a tetrahedron, a = 4, density = 15.561, surface area = 27.712812921102035
903: It is a tetrahedron, a = 4, density = 2.689, surface area = 27.712812921102035
904: It is a tetrahedron, a = 4, density = 8.627, surface area = 27.712812921102035
905: It is a tetrahedron, a = 4, density = 14.861, surface area = 27.712812921102035
906: It is a tetrahedron, a = 4, density = 17.969, surface area = 27.712812921102035
907: It is a tetrahedron, a = 4, density = 15.99, surface area = 27.712812921102035
908: It is a tetrahedron, a = 4, density = 19.718, surface area = 27.712812921102035
909: It is a tetrahedron, a = 4, density = 2.448, surface area = 27.712812921102035
910: It is a tetrahedron, a = 4, density = 17.874, surface area = 27.712812921102035
911: It is a tetrahedron, a = 4, density = 16.533, surface area = 27.712812921102035
912: It is a tetrahedron, a = 4, density = 9.899, surface area = 27.712812921102035
913: It is a tetrahedron, a = 4, density = 15.901, surface area = 27.712812921102035
914: It is a sphere, r = 2, density = 6.57, surface area = 25.132
915: It is a sphere, r = 2, density = 15.147, surface area = 25.132
916: It is a sphere, r = 2, density = 9.243, surface area = 25.132
917: It is a sphere, r = 2, density = 4.535, surface area = 25.132
918: It is a sphere, r = 2, density = 3.264, surface area = 25.132
919: It is a sphere, r = 2, density = 11.227, surface area = 25.132
920: It is a sphere, r = 2, density = 15.548, surface area = 25.132
921: It is a sphere, r = 2, density = 8.366, surface area = 25.132
922: It is a sphere, r = 2, density = 14.836, surface area = 25.132
923: It is a sphere, r = 2, density = 1.009, surface area = 25.132
924: It is a sphere, r = 2, density = 1.479, surface area = 25.132
925: It is a sphere, r = 2, density = 16.323, surface area = 25.132
926: It is a sphere, r = 2, density = 3.067, surface area = 25.132
927: It is a sphere, r = 2, density = 6.485, surface area = 25.132
928: It is a sphere, r = 2, density = 7.8, surface area = 25.132
929: It is a sphere, r = 2, density = 11.264, surface area = 25.132
930: It is a sphere, r = 2, density = 18.508, surface area = 25.132
931: It is a tetrahedron, a = 3, density = 12.11, surface area = 15.588457268119896
932: It is a tetrahedron, a = 3, density = 11.81, surface area = 15.588457268119896
933: It is a tetrahedron, a = 3, density = 12.547, surface area = 15.588457268119896
934: It is a tetrahedron, a = 3, density = 14.666, surface area = 15.588457268119896
935: It is a tetrahedron, a = 3, density = 12.375, surface area = 15.588457268119896
936: It is a tetrahedron, a = 3, density = 16.469, surface area = 15.588457268119896
937: It is a tetrahedron, a = 3, density = 4.53, surface area = 15.588457268119896
938: It is a tetrahedron, a = 3, density = 7.534, surface area = 15.588457268119896
939: It is a tetrahedron, a = 3, density = 17.85, surface area = 15.588457268119896
940: It is a tetrahedron, a = 3, density = 1.649, surface area = 15.588457268119896
941: It is a tetrahedron, a = 3, density = 12.444, surface area = 15.588457268119896
942: It is a tetrahedron, a = 3, density = 14.655, surface area = 15.588457268119896
943: It is a tetrahedron, a = 3, density = 3.748, surface area = 15.588457268119896
944: It is a tetrahedron, a = 3, density = 12.138, surface area = 15.588457268119896
945: It is a tetrahedron, a = 3, density = 1.844, surface area = 15.588457268119896
946: It is a tetrahedron, a = 3, density = 1.084, surface area = 15.588457268119896
947: It is a tetrahedron, a = 3, density = 9.849, surface area = 15.588457268119896
948: It is a tetrahedron, a = 3, density = 12.129, surface area = 15.588457268119896
949: It is a tetrahedron, a = 3, density = 13.387, surface area = 15.588457268119896
950: It is a sphere, r = 1, density = 8.937, surface area = 12.566
951: It is a sphere, r = 1, density = 18.711, surface area = 12.566
952: It is a sphere, r = 1, density = 14.295, surface area = 12.566
953: It is a sphere, r = 1, density = 16.858, surface area = 12.566
954: It is a sphere, r = 1, density = 10.363, surface area = 12.566
955: It is a sphere, r = 1, density = 9.193, surface area = 12.566
956: It is a sphere, r = 1, density = 0.161, surface area = 12.566
957: It is a sphere, r = 1, density = 12.484, surface area = 12.566
958: It is a sphere, r = 1, density = 2.027, surface area = 12.566
959: It is a sphere, r = 1, density = 1.127, surface area = 12.566
960: It is a sphere, r = 1, density = 13.76, surface area = 12.566
961: It is a sphere, r = 1, density = 18.977, surface area = 12.566
962: It is a sphere, r = 1, density = 8.867, surface area = 12.566
963: It is a sphere, r = 1, density = 14.308, surface area = 12.566
964: It is a sphere, r = 1, density = 14.355, surface area = 12.566
965: It is a sphere, r = 1, density = 5.318, surface area = 12.566
966: It is a sphere, r = 1, density = 0.181, surface area = 12.566
967: It is a sphere, r = 1, density = 12.822, surface area = 12.566
968: It is a sphere, r = 1, density = 10.295, surface area = 12.566
969: It is a sphere, r = 1, density = 19.385, surface area = 12.566
970: It is a sphere, r = 1, density = 13.585, surface area = 12.566
971: It is a tetrahedron, a = 2, density = 0.384, surface area = 6.928203230275509
972: It is a tetrahedron, a = 2, density = 6.345, surface area = 6.928203230275509
973: It is a tetrahedron, a = 2, density = 9.718, surface area = 6.928203230275509
974: It is a tetrahedron, a = 2, density = 4.077, surface area = 6.928203230275509
975: It is a tetrahedron, a = 2, density = 9.174, surface area = 6.928203230275509
976: It is a tetrahedron, a = 2, density = 6.262, surface area = 6.928203230275509
977: It is a tetrahedron, a = 2, density = 13.626, surface area = 6.928203230275509
978: It is a tetrahedron, a = 2, density = 16.482, surface area = 6.928203230275509
979: It is a tetrahedron, a = 2, density = 14.249, surface area = 6.928203230275509
980: It is a tetrahedron, a = 2, density = 14.023, surface area = 6.928203230275509
981: It is a tetrahedron, a = 2, density = 5.85, surface area = 6.928203230275509
982: It is a tetrahedron, a = 2, density = 15.21, surface area = 6.928203230275509
983: It is a tetrahedron, a = 1, density = 10.726, surface area = 1.7320508075688772
984: It is a tetrahedron, a = 1, density = 11.799, surface area = 1.7320508075688772
985: It is a tetrahedron, a = 1, density = 18.134, surface area = 1.7320508075688772
986: It is a tetrahedron, a = 1, density = 18.343, surface area = 1.7320508075688772
987: It is a tetrahedron, a = 1, density = 4.541, surface area = 1.7320508075688772
988: It is a tetrahedron, a = 1, density = 2.42, surface area = 1.7320508075688772
989: It is a tetrahedron, a = 1, density = 14.542, surface area = 1.7320508075688772
990: It is a tetrahedron, a = 1, density = 7.289, surface area = 1.7320508075688772
991: It is a tetrahedron, a = 1, density = 18.874, surface area = 1.7320508075688772
992: It is a tetrahedron, a = 1, density = 1.145, surface area = 1.7320508075688772
993: It is a tetrahedron, a = 1, density = 8.61, surface area = 1.7320508075688772
994: It is a tetrahedron, a = 1, density = 6.042, surface area = 1.7320508075688772
995: It is a tetrahedron, a = 1, density = 16.557, surface area = 1.7320508075688772
996: It is a tetrahedron, a = 1, density = 9.262, surface area = 1.7320508075688772
997: It is a tetrahedron, a = 1, density = 18.833, surface area = 1.7320508075688772
998: It is a tetrahedron, a = 1, density = 15.899, surface area = 1.7320508075688772
999: It is a tetrahedron, a = 1, density = 3.186, surface area = 1.7320508075688772
1000: It is a tetrahedron, a = 1, density = 5.787, surface area = 1.7320508075688772
