Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 12.722, surface area = 2320.0
5274: It is a sphere, r = 16, density = 0.879, surface area = 201.056
5275: It is a sphere, r = 16, density = 0.412, surface area = 201.056
5276: It is a sphere, r = 16, density = 5.957, surface area = 201.056
5277: It is a sphere, r = 16, density = 2.338, surface area = 201.056
5278: It is a sphere, r = 16, density = 3.396, surface area = 201.056
5279: It is a sphere, r = 16, density = 14.042, surface area = 201.056
5280: It is a sphere, r = 16, density = 10.569, surface area = 201.056
5281: It is a sphere, r = 16, density = 14.349, surface area = 201.056
5282: It is a sphere, r = 16, density = 14.751, surface area = 201.056
5283: It is a sphere, r = 16, density = 13.117, surface area = 201.056
5284: It is a sphere, r = 16, density = 5.651, surface area = 201.056
5285: It is a sphere, r = 16, density = 9.408, surface area = 201.056
5286: It is a sphere, r = 16, density = 17.82, surface area = 201.056
5287: It is a sphere, r = 16, density = 19.378, surface area = 201.056
5288: It is a sphere, r = 16, density = 4.605, surface area = 201.056
5289: It is a sphere, r = 16, density = 11.338, surface area = 201.056
5290: It is a sphere, r = 16, density = 15.271, surface area = 201.056
5291: It is a sphere, r = 16, density = 13.718, surface area = 201.056
5292: It is a sphere, r = 16, density = 4.024, surface area = 201.056
5293: It is a sphere, r = 16, density = 19.33, surface area = 201.056
5294: It is a sphere, r = 16, density = 14.254, surface area = 201.056
5295: It is a sphere, r = 16, density = 6.563, surface area = 201.056
5296: It is a sphere, r = 16, density = 19.657, surface area = 201.056
5297: It is a sphere, r = 16, density = 7.548, surface area = 201.056
5298: It is a sphere, r = 16, density = 7.694, surface area = 201.056
5299: It is a sphere, r = 16, density = 2.845, surface area = 201.056
5300: It is a sphere, r = 16, density = 4.987, surface area = 201.056
5301: It is a sphere, r = 16, density = 17.378, surface area = 201.056
5302: It is a sphere, r = 16, density = 19.285, surface area = 201.056
5303: It is a sphere, r = 16, density = 17.225, surface area = 201.056
5304: It is a sphere, r = 16, density = 9.761, surface area = 201.056
5305: It is a sphere, r = 16, density = 4.595, surface area = 201.056
5306: It is a sphere, r = 16, density = 19.068, surface area = 201.056
5307: It is a sphere, r = 16, density = 14.872, surface area = 201.056
5308: It is a sphere, r = 16, density = 16.349, surface area = 201.056
5309: It is a sphere, r = 16, density = 18.926, surface area = 201.056
5310: It is a sphere, r = 16, density = 7.238, surface area = 201.056
5311: It is a sphere, r = 16, density = 14.592, surface area = 201.056
5312: It is a sphere, r = 16, density = 4.311, surface area = 201.056
5313: It is a sphere, r = 16, density = 2.702, surface area = 201.056
5314: It is a sphere, r = 16, density = 15.857, surface area = 201.056
5315: It is a sphere, r = 16, density = 17.417, surface area = 201.056
5316: It is a sphere, r = 16, density = 1.832, surface area = 201.056
5317: It is a sphere, r = 16, density = 14.424, surface area = 201.056
5318: It is a sphere, r = 16, density = 1.07, surface area = 201.056
5319: It is a sphere, r = 16, density = 9.798, surface area = 201.056
5320: It is a sphere, r = 16, density = 17.973, surface area = 201.056
5321: It is a sphere, r = 16, density = 4.914, surface area = 201.056
5322: It is a sphere, r = 16, density = 5.657, surface area = 201.056
5323: It is a sphere, r = 16, density = 17.036, surface area = 201.056
5324: It is a sphere, r = 16, density = 17.495, surface area = 201.056
5325: It is a sphere, r = 16, density = 11.264, surface area = 201.056
5326: It is a sphere, r = 16, density = 6.054, surface area = 201.056
5327: It is a sphere, r = 16, density = 14.636, surface area = 201.056
5328: It is a sphere, r = 16, density = 1.329, surface area = 201.056
5329: It is a sphere, r = 16, density = 12.106, surface area = 201.056
5330: It is a sphere, r = 16, density = 7.169, surface area = 201.056
5331: It is a sphere, r = 16, density = 0.228, surface area = 201.056
5332: It is a sphere, r = 16, density = 15.938, surface area = 201.056
5333: It is a sphere, r = 16, density = 16.177, surface area = 201.056
5334: It is a sphere, r = 16, density = 13.518, surface area = 201.056
5335: It is a sphere, r = 16, density = 14.931, surface area = 201.056
5336: It is a sphere, r = 16, density = 16.788, surface area = 201.056
5337: It is a sphere, r = 16, density = 13.058, surface area = 201.056
5338: It is a sphere, r = 16, density = 5.905, surface area = 201.056
5339: It is a sphere, r = 16, density = 16.023, surface area = 201.056
5340: It is a sphere, r = 16, density = 1.523, surface area = 201.056
5341: It is a sphere, r = 16, density = 2.192, surface area = 201.056
5342: It is a sphere, r = 16, density = 15.844, surface area = 201.056
5343: It is a sphere, r = 16, density = 18.873, surface area = 201.056
5344: It is a sphere, r = 16, density = 3.816, surface area = 201.056
5345: It is a sphere, r = 16, density = 8.902, surface area = 201.056
5346: It is a sphere, r = 16, density = 11.045, surface area = 201.056
5347: It is a sphere, r = 16, density = 7.093, surface area = 201.056
5348: It is a sphere, r = 16, density = 5.978, surface area = 201.056
5349: It is a sphere, r = 16, density = 2.526, surface area = 201.056
5350: It is a sphere, r = 16, density = 12.657, surface area = 201.056
5351: It is a sphere, r = 16, density = 4.16, surface area = 201.056
5352: It is a sphere, r = 16, density = 6.919, surface area = 201.056
5353: It is a sphere, r = 16, density = 3.405, surface area = 201.056
5354: It is a sphere, r = 16, density = 18.571, surface area = 201.056
5355: It is a sphere, r = 16, density = 4.381, surface area = 201.056
5356: It is a sphere, r = 16, density = 12.235, surface area = 201.056
5357: It is a sphere, r = 16, density = 7.012, surface area = 201.056
5358: It is a sphere, r = 16, density = 16.588, surface area = 201.056
5359: It is a sphere, r = 16, density = 12.122, surface area = 201.056
5360: It is a sphere, r = 16, density = 6.444, surface area = 201.056
5361: It is a sphere, r = 16, density = 18.991, surface area = 201.056
5362: It is a sphere, r = 16, density = 6.252, surface area = 201.056
5363: It is a sphere, r = 16, density = 11.841, surface area = 201.056
5364: It is a sphere, r = 16, density = 13.656, surface area = 201.056
5365: It is a sphere, r = 16, density = 5.816, surface area = 201.056
5366: It is a sphere, r = 16, density = 15.967, surface area = 201.056
5367: It is a sphere, r = 16, density = 4.366, surface area = 201.056
5368: It is a sphere, r = 16, density = 1.539, surface area = 201.056
5369: It is a sphere, r = 16, density = 5.14, surface area = 201.056
5370: It is a sphere, r = 16, density = 11.401, surface area = 201.056
5371: It is a sphere, r = 16, density = 17.137, surface area = 201.056
5372: It is a sphere, r = 16, density = 11.399, surface area = 201.056
5373: It is a sphere, r = 16, density = 6.563, surface area = 201.056
5374: It is a sphere, r = 16, density = 19.87, surface area = 201.056
5375: It is a sphere, r = 16, density = 6.196, surface area = 201.056
5376: It is a sphere, r = 16, density = 11.041, surface area = 201.056
5377: It is a sphere, r = 16, density = 2.545, surface area = 201.056
5378: It is a sphere, r = 16, density = 17.605, surface area = 201.056
5379: It is a parallelepiped, a = 2, b = 6, c = 11, density = 1.714, surface area = 200.0
5380: It is a parallelepiped, a = 6, b = 11, c = 2, density = 2.95, surface area = 200.0
5381: It is a parallelepiped, a = 6, b = 2, c = 11, density = 8.391, surface area = 200.0
5382: It is a parallelepiped, a = 6, b = 11, c = 2, density = 2.31, surface area = 200.0
5383: It is a parallelepiped, a = 6, b = 3, c = 9, density = 13.651, surface area = 198.0
5384: It is a parallelepiped, a = 4, b = 1, c = 19, density = 6.204, surface area = 198.0
5385: It is a parallelepiped, a = 6, b = 9, c = 3, density = 6.19, surface area = 198.0
5386: It is a parallelepiped, a = 1, b = 19, c = 4, density = 13.982, surface area = 198.0
5387: It is a parallelepiped, a = 8, b = 10, c = 1, density = 4.147, surface area = 196.0
5388: It is a parallelepiped, a = 2, b = 4, c = 15, density = 16.88, surface area = 196.0
5389: It is a parallelepiped, a = 10, b = 8, c = 1, density = 5.154, surface area = 196.0
5390: It is a parallelepiped, a = 4, b = 2, c = 15, density = 9.096, surface area = 196.0
5391: It is a parallelepiped, a = 1, b = 13, c = 6, density = 6.351, surface area = 194.0
5392: It is a parallelepiped, a = 1, b = 6, c = 13, density = 13.53, surface area = 194.0
5393: It is a parallelepiped, a = 6, b = 1, c = 13, density = 4.729, surface area = 194.0
5394: It is a parallelepiped, a = 18, b = 2, c = 3, density = 7.336, surface area = 192.0
5395: It is a parallelepiped, a = 18, b = 3, c = 2, density = 1.225, surface area = 192.0
5396: It is a parallelepiped, a = 18, b = 3, c = 2, density = 15.405, surface area = 192.0
5397: It is a parallelepiped, a = 12, b = 3, c = 4, density = 10.019, surface area = 192.0
5398: It is a parallelepiped, a = 3, b = 18, c = 2, density = 4.013, surface area = 192.0
5399: It is a parallelepiped, a = 12, b = 4, c = 3, density = 9.679, surface area = 192.0
5400: It is a parallelepiped, a = 12, b = 4, c = 3, density = 13.706, surface area = 192.0
5401: It is a parallelepiped, a = 3, b = 18, c = 2, density = 5.858, surface area = 192.0
5402: It is a parallelepiped, a = 12, b = 4, c = 3, density = 4.873, surface area = 192.0
5403: It is a parallelepiped, a = 3, b = 18, c = 2, density = 15.586, surface area = 192.0
5404: It is a parallelepiped, a = 6, b = 5, c = 6, density = 14.818, surface area = 192.0
5405: It is a parallelepiped, a = 12, b = 4, c = 3, density = 0.436, surface area = 192.0
5406: It is a parallelepiped, a = 3, b = 5, c = 10, density = 9.834, surface area = 190.0
5407: It is a parallelepiped, a = 5, b = 5, c = 7, density = 16.199, surface area = 190.0
5408: It is a parallelepiped, a = 1, b = 15, c = 5, density = 7.047, surface area = 190.0
5409: It is a parallelepiped, a = 5, b = 5, c = 7, density = 1.143, surface area = 190.0
5410: It is a parallelepiped, a = 1, b = 7, c = 11, density = 13.931, surface area = 190.0
5411: It is a parallelepiped, a = 2, b = 7, c = 9, density = 19.2, surface area = 190.0
5412: It is a parallelepiped, a = 9, b = 2, c = 7, density = 13.116, surface area = 190.0
5413: It is a parallelepiped, a = 7, b = 9, c = 2, density = 11.449, surface area = 190.0
5414: It is a parallelepiped, a = 7, b = 11, c = 1, density = 8.966, surface area = 190.0
5415: It is a sphere, r = 15, density = 9.058, surface area = 188.49
5416: It is a sphere, r = 15, density = 3.981, surface area = 188.49
5417: It is a sphere, r = 15, density = 10.828, surface area = 188.49
5418: It is a sphere, r = 15, density = 10.814, surface area = 188.49
5419: It is a sphere, r = 15, density = 6.783, surface area = 188.49
5420: It is a sphere, r = 15, density = 3.975, surface area = 188.49
5421: It is a sphere, r = 15, density = 4.719, surface area = 188.49
5422: It is a sphere, r = 15, density = 19.946, surface area = 188.49
5423: It is a sphere, r = 15, density = 9.838, surface area = 188.49
5424: It is a sphere, r = 15, density = 1.812, surface area = 188.49
5425: It is a sphere, r = 15, density = 8.056, surface area = 188.49
5426: It is a sphere, r = 15, density = 19.16, surface area = 188.49
5427: It is a sphere, r = 15, density = 11.362, surface area = 188.49
5428: It is a sphere, r = 15, density = 18.614, surface area = 188.49
5429: It is a sphere, r = 15, density = 3.024, surface area = 188.49
5430: It is a sphere, r = 15, density = 8.048, surface area = 188.49
5431: It is a sphere, r = 15, density = 17.629, surface area = 188.49
5432: It is a sphere, r = 15, density = 11.7, surface area = 188.49
5433: It is a sphere, r = 15, density = 17.236, surface area = 188.49
5434: It is a sphere, r = 15, density = 16.462, surface area = 188.49
5435: It is a sphere, r = 15, density = 6.238, surface area = 188.49
5436: It is a sphere, r = 15, density = 1.401, surface area = 188.49
5437: It is a sphere, r = 15, density = 7.707, surface area = 188.49
5438: It is a sphere, r = 15, density = 14.236, surface area = 188.49
5439: It is a sphere, r = 15, density = 3.168, surface area = 188.49
5440: It is a sphere, r = 15, density = 11.971, surface area = 188.49
5441: It is a sphere, r = 15, density = 18.531, surface area = 188.49
5442: It is a sphere, r = 15, density = 15.265, surface area = 188.49
5443: It is a sphere, r = 15, density = 16.405, surface area = 188.49
5444: It is a sphere, r = 15, density = 9.596, surface area = 188.49
5445: It is a sphere, r = 15, density = 7.025, surface area = 188.49
5446: It is a sphere, r = 15, density = 14.654, surface area = 188.49
5447: It is a sphere, r = 15, density = 14.06, surface area = 188.49
5448: It is a sphere, r = 15, density = 5.518, surface area = 188.49
5449: It is a sphere, r = 15, density = 10.63, surface area = 188.49
5450: It is a sphere, r = 15, density = 19.503, surface area = 188.49
5451: It is a sphere, r = 15, density = 3.779, surface area = 188.49
5452: It is a sphere, r = 15, density = 0.885, surface area = 188.49
5453: It is a sphere, r = 15, density = 13.342, surface area = 188.49
5454: It is a sphere, r = 15, density = 19.891, surface area = 188.49
5455: It is a sphere, r = 15, density = 18.52, surface area = 188.49
5456: It is a sphere, r = 15, density = 3.956, surface area = 188.49
5457: It is a sphere, r = 15, density = 11.035, surface area = 188.49
5458: It is a sphere, r = 15, density = 16.128, surface area = 188.49
5459: It is a sphere, r = 15, density = 12.597, surface area = 188.49
5460: It is a sphere, r = 15, density = 11.456, surface area = 188.49
5461: It is a sphere, r = 15, density = 15.504, surface area = 188.49
5462: It is a sphere, r = 15, density = 19.899, surface area = 188.49
5463: It is a sphere, r = 15, density = 1.631, surface area = 188.49
5464: It is a sphere, r = 15, density = 8.046, surface area = 188.49
5465: It is a sphere, r = 15, density = 13.827, surface area = 188.49
5466: It is a sphere, r = 15, density = 15.86, surface area = 188.49
5467: It is a sphere, r = 15, density = 13.202, surface area = 188.49
5468: It is a sphere, r = 15, density = 14.737, surface area = 188.49
5469: It is a sphere, r = 15, density = 14.349, surface area = 188.49
5470: It is a sphere, r = 15, density = 2.658, surface area = 188.49
5471: It is a sphere, r = 15, density = 5.924, surface area = 188.49
5472: It is a sphere, r = 15, density = 6.224, surface area = 188.49
5473: It is a sphere, r = 15, density = 18.687, surface area = 188.49
5474: It is a sphere, r = 15, density = 10.352, surface area = 188.49
5475: It is a sphere, r = 15, density = 4.546, surface area = 188.49
5476: It is a sphere, r = 15, density = 17.9, surface area = 188.49
5477: It is a sphere, r = 15, density = 0.517, surface area = 188.49
5478: It is a sphere, r = 15, density = 15.839, surface area = 188.49
5479: It is a sphere, r = 15, density = 18.663, surface area = 188.49
5480: It is a sphere, r = 15, density = 2.226, surface area = 188.49
5481: It is a sphere, r = 15, density = 18.413, surface area = 188.49
5482: It is a sphere, r = 15, density = 2.266, surface area = 188.49
5483: It is a sphere, r = 15, density = 0.403, surface area = 188.49
5484: It is a sphere, r = 15, density = 7.977, surface area = 188.49
5485: It is a sphere, r = 15, density = 12.312, surface area = 188.49
5486: It is a sphere, r = 15, density = 6.734, surface area = 188.49
5487: It is a sphere, r = 15, density = 9.857, surface area = 188.49
5488: It is a sphere, r = 15, density = 0.361, surface area = 188.49
5489: It is a sphere, r = 15, density = 8.411, surface area = 188.49
5490: It is a sphere, r = 15, density = 5.968, surface area = 188.49
5491: It is a sphere, r = 15, density = 1.636, surface area = 188.49
5492: It is a sphere, r = 15, density = 19.138, surface area = 188.49
5493: It is a sphere, r = 15, density = 7.752, surface area = 188.49
5494: It is a sphere, r = 15, density = 11.908, surface area = 188.49
5495: It is a sphere, r = 15, density = 1.853, surface area = 188.49
5496: It is a sphere, r = 15, density = 1.689, surface area = 188.49
5497: It is a sphere, r = 15, density = 19.288, surface area = 188.49
5498: It is a sphere, r = 15, density = 18.874, surface area = 188.49
5499: It is a sphere, r = 15, density = 5.933, surface area = 188.49
5500: It is a sphere, r = 15, density = 13.312, surface area = 188.49
5501: It is a sphere, r = 15, density = 14.244, surface area = 188.49
5502: It is a sphere, r = 15, density = 13.559, surface area = 188.49
5503: It is a sphere, r = 15, density = 10.971, surface area = 188.49
5504: It is a sphere, r = 15, density = 14.355, surface area = 188.49
5505: It is a sphere, r = 15, density = 3.337, surface area = 188.49
5506: It is a sphere, r = 15, density = 0.528, surface area = 188.49
5507: It is a sphere, r = 15, density = 5.607, surface area = 188.49
5508: It is a sphere, r = 15, density = 8.222, surface area = 188.49
5509: It is a sphere, r = 15, density = 8.929, surface area = 188.49
5510: It is a sphere, r = 15, density = 16.425, surface area = 188.49
5511: It is a sphere, r = 15, density = 10.605, surface area = 188.49
5512: It is a sphere, r = 15, density = 13.928, surface area = 188.49
5513: It is a sphere, r = 15, density = 12.455, surface area = 188.49
5514: It is a sphere, r = 15, density = 13.2, surface area = 188.49
5515: It is a sphere, r = 15, density = 16.237, surface area = 188.49
5516: It is a sphere, r = 15, density = 1.997, surface area = 188.49
5517: It is a sphere, r = 15, density = 3.76, surface area = 188.49
5518: It is a sphere, r = 15, density = 16.69, surface area = 188.49
5519: It is a sphere, r = 15, density = 16.03, surface area = 188.49
5520: It is a sphere, r = 15, density = 19.426, surface area = 188.49
5521: It is a sphere, r = 15, density = 0.353, surface area = 188.49
5522: It is a sphere, r = 15, density = 12.31, surface area = 188.49
5523: It is a sphere, r = 15, density = 15.402, surface area = 188.49
5524: It is a sphere, r = 15, density = 7.212, surface area = 188.49
5525: It is a sphere, r = 15, density = 11.039, surface area = 188.49
5526: It is a sphere, r = 15, density = 10.255, surface area = 188.49
5527: It is a sphere, r = 15, density = 15.084, surface area = 188.49
5528: It is a sphere, r = 15, density = 18.935, surface area = 188.49
5529: It is a sphere, r = 15, density = 16.86, surface area = 188.49
5530: It is a sphere, r = 15, density = 14.541, surface area = 188.49
5531: It is a sphere, r = 15, density = 11.939, surface area = 188.49
5532: It is a sphere, r = 15, density = 5.753, surface area = 188.49
5533: It is a sphere, r = 15, density = 3.147, surface area = 188.49
5534: It is a sphere, r = 15, density = 8.257, surface area = 188.49
5535: It is a sphere, r = 15, density = 9.775, surface area = 188.49
5536: It is a sphere, r = 15, density = 8.82, surface area = 188.49
5537: It is a sphere, r = 15, density = 9.835, surface area = 188.49
5538: It is a sphere, r = 15, density = 8.566, surface area = 188.49
5539: It is a sphere, r = 15, density = 15.069, surface area = 188.49
5540: It is a sphere, r = 15, density = 14.811, surface area = 188.49
5541: It is a sphere, r = 15, density = 14.26, surface area = 188.49
5542: It is a sphere, r = 15, density = 18.781, surface area = 188.49
5543: It is a sphere, r = 15, density = 13.934, surface area = 188.49
5544: It is a sphere, r = 15, density = 18.227, surface area = 188.49
5545: It is a sphere, r = 15, density = 18.425, surface area = 188.49
5546: It is a sphere, r = 15, density = 19.164, surface area = 188.49
5547: It is a sphere, r = 15, density = 18.713, surface area = 188.49
5548: It is a sphere, r = 15, density = 3.403, surface area = 188.49
5549: It is a sphere, r = 15, density = 19.041, surface area = 188.49
5550: It is a sphere, r = 15, density = 10.686, surface area = 188.49
5551: It is a sphere, r = 15, density = 8.175, surface area = 188.49
5552: It is a sphere, r = 15, density = 7.633, surface area = 188.49
5553: It is a sphere, r = 15, density = 15.622, surface area = 188.49
5554: It is a sphere, r = 15, density = 12.24, surface area = 188.49
5555: It is a sphere, r = 15, density = 16.873, surface area = 188.49
5556: It is a sphere, r = 15, density = 15.596, surface area = 188.49
5557: It is a sphere, r = 15, density = 4.335, surface area = 188.49
5558: It is a sphere, r = 15, density = 8.801, surface area = 188.49
5559: It is a sphere, r = 15, density = 16.793, surface area = 188.49
5560: It is a sphere, r = 15, density = 1.618, surface area = 188.49
5561: It is a sphere, r = 15, density = 1.05, surface area = 188.49
5562: It is a sphere, r = 15, density = 4.725, surface area = 188.49
5563: It is a sphere, r = 15, density = 10.885, surface area = 188.49
5564: It is a sphere, r = 15, density = 2.924, surface area = 188.49
5565: It is a sphere, r = 15, density = 5.009, surface area = 188.49
5566: It is a sphere, r = 15, density = 19.16, surface area = 188.49
5567: It is a sphere, r = 15, density = 16.248, surface area = 188.49
5568: It is a sphere, r = 15, density = 13.326, surface area = 188.49
5569: It is a sphere, r = 15, density = 5.5, surface area = 188.49
5570: It is a sphere, r = 15, density = 7.356, surface area = 188.49
5571: It is a sphere, r = 15, density = 7.284, surface area = 188.49
5572: It is a sphere, r = 15, density = 15.682, surface area = 188.49
5573: It is a sphere, r = 15, density = 10.574, surface area = 188.49
5574: It is a sphere, r = 15, density = 7.8, surface area = 188.49
5575: It is a sphere, r = 15, density = 6.498, surface area = 188.49
5576: It is a sphere, r = 15, density = 0.968, surface area = 188.49
5577: It is a sphere, r = 15, density = 17.856, surface area = 188.49
5578: It is a sphere, r = 15, density = 3.132, surface area = 188.49
5579: It is a sphere, r = 15, density = 10.188, surface area = 188.49
5580: It is a sphere, r = 15, density = 9.556, surface area = 188.49
5581: It is a sphere, r = 15, density = 10.322, surface area = 188.49
5582: It is a sphere, r = 15, density = 5.642, surface area = 188.49
5583: It is a sphere, r = 15, density = 11.728, surface area = 188.49
5584: It is a sphere, r = 15, density = 6.98, surface area = 188.49
5585: It is a sphere, r = 15, density = 10.237, surface area = 188.49
5586: It is a sphere, r = 15, density = 11.963, surface area = 188.49
5587: It is a sphere, r = 15, density = 16.959, surface area = 188.49
5588: It is a sphere, r = 15, density = 8.541, surface area = 188.49
5589: It is a sphere, r = 15, density = 0.83, surface area = 188.49
5590: It is a sphere, r = 15, density = 17.826, surface area = 188.49
5591: It is a sphere, r = 15, density = 4.466, surface area = 188.49
5592: It is a sphere, r = 15, density = 19.424, surface area = 188.49
5593: It is a sphere, r = 15, density = 8.347, surface area = 188.49
5594: It is a sphere, r = 15, density = 4.645, surface area = 188.49
5595: It is a sphere, r = 15, density = 7.033, surface area = 188.49
5596: It is a parallelepiped, a = 18, b = 4, c = 1, density = 6.742, surface area = 188.0
5597: It is a parallelepiped, a = 7, b = 4, c = 6, density = 11.283, surface area = 188.0
5598: It is a parallelepiped, a = 7, b = 4, c = 6, density = 8.932, surface area = 188.0
5599: It is a parallelepiped, a = 1, b = 18, c = 4, density = 2.896, surface area = 188.0
5600: It is a parallelepiped, a = 6, b = 7, c = 4, density = 15.037, surface area = 188.0
5601: It is a parallelepiped, a = 18, b = 1, c = 4, density = 0.809, surface area = 188.0
5602: It is a parallelepiped, a = 8, b = 5, c = 4, density = 2.195, surface area = 184.0
5603: It is a parallelepiped, a = 8, b = 5, c = 4, density = 3.919, surface area = 184.0
5604: It is a parallelepiped, a = 8, b = 5, c = 4, density = 18.066, surface area = 184.0
5605: It is a parallelepiped, a = 5, b = 8, c = 4, density = 15.382, surface area = 184.0
5606: It is a parallelepiped, a = 10, b = 6, c = 2, density = 13.763, surface area = 184.0
5607: It is a parallelepiped, a = 4, b = 14, c = 2, density = 7.049, surface area = 184.0
5608: It is a parallelepiped, a = 2, b = 10, c = 6, density = 11.793, surface area = 184.0
5609: It is a parallelepiped, a = 2, b = 17, c = 3, density = 8.057, surface area = 182.0
5610: It is a parallelepiped, a = 3, b = 7, c = 7, density = 17.959, surface area = 182.0
5611: It is a parallelepiped, a = 3, b = 7, c = 7, density = 1.527, surface area = 182.0
5612: It is a parallelepiped, a = 2, b = 17, c = 3, density = 8.206, surface area = 182.0
5613: It is a parallelepiped, a = 3, b = 2, c = 17, density = 1.399, surface area = 182.0
5614: It is a parallelepiped, a = 2, b = 17, c = 3, density = 2.194, surface area = 182.0
5615: It is a parallelepiped, a = 2, b = 17, c = 3, density = 19.366, surface area = 182.0
5616: It is a parallelepiped, a = 8, b = 3, c = 6, density = 6.954, surface area = 180.0
5617: It is a parallelepiped, a = 8, b = 6, c = 3, density = 13.443, surface area = 180.0
5618: It is a parallelepiped, a = 6, b = 12, c = 1, density = 16.976, surface area = 180.0
5619: It is a parallelepiped, a = 1, b = 6, c = 12, density = 9.569, surface area = 180.0
5620: It is a parallelepiped, a = 1, b = 12, c = 6, density = 10.379, surface area = 180.0
5621: It is a parallelepiped, a = 1, b = 8, c = 9, density = 13.527, surface area = 178.0
5622: It is a parallelepiped, a = 17, b = 4, c = 1, density = 13.473, surface area = 178.0
5623: It is a parallelepiped, a = 3, b = 11, c = 4, density = 18.227, surface area = 178.0
5624: It is a parallelepiped, a = 4, b = 1, c = 17, density = 13.115, surface area = 178.0
5625: It is a parallelepiped, a = 5, b = 1, c = 14, density = 13.5, surface area = 178.0
5626: It is a parallelepiped, a = 5, b = 1, c = 14, density = 16.169, surface area = 178.0
5627: It is a parallelepiped, a = 14, b = 5, c = 1, density = 16.422, surface area = 178.0
5628: It is a parallelepiped, a = 3, b = 4, c = 11, density = 17.423, surface area = 178.0
5629: It is a parallelepiped, a = 11, b = 3, c = 4, density = 16.069, surface area = 178.0
5630: It is a parallelepiped, a = 8, b = 9, c = 1, density = 3.96, surface area = 178.0
5631: It is a sphere, r = 14, density = 9.863, surface area = 175.924
5632: It is a sphere, r = 14, density = 10.022, surface area = 175.924
5633: It is a sphere, r = 14, density = 6.941, surface area = 175.924
5634: It is a sphere, r = 14, density = 17.657, surface area = 175.924
5635: It is a sphere, r = 14, density = 7.663, surface area = 175.924
5636: It is a sphere, r = 14, density = 16.869, surface area = 175.924
5637: It is a sphere, r = 14, density = 14.365, surface area = 175.924
5638: It is a sphere, r = 14, density = 18.151, surface area = 175.924
5639: It is a sphere, r = 14, density = 13.404, surface area = 175.924
5640: It is a sphere, r = 14, density = 5.254, surface area = 175.924
5641: It is a sphere, r = 14, density = 8.904, surface area = 175.924
5642: It is a sphere, r = 14, density = 14.948, surface area = 175.924
5643: It is a sphere, r = 14, density = 8.671, surface area = 175.924
5644: It is a sphere, r = 14, density = 9.176, surface area = 175.924
5645: It is a sphere, r = 14, density = 3.841, surface area = 175.924
5646: It is a sphere, r = 14, density = 15.875, surface area = 175.924
5647: It is a sphere, r = 14, density = 5.332, surface area = 175.924
5648: It is a sphere, r = 14, density = 9.229, surface area = 175.924
5649: It is a sphere, r = 14, density = 13.695, surface area = 175.924
5650: It is a sphere, r = 14, density = 5.852, surface area = 175.924
5651: It is a sphere, r = 14, density = 6.34, surface area = 175.924
5652: It is a sphere, r = 14, density = 6.5, surface area = 175.924
5653: It is a sphere, r = 14, density = 7.972, surface area = 175.924
5654: It is a sphere, r = 14, density = 2.836, surface area = 175.924
5655: It is a sphere, r = 14, density = 12.593, surface area = 175.924
5656: It is a sphere, r = 14, density = 6.498, surface area = 175.924
5657: It is a sphere, r = 14, density = 17.758, surface area = 175.924
5658: It is a sphere, r = 14, density = 5.698, surface area = 175.924
5659: It is a sphere, r = 14, density = 2.261, surface area = 175.924
5660: It is a sphere, r = 14, density = 13.629, surface area = 175.924
5661: It is a sphere, r = 14, density = 13.075, surface area = 175.924
5662: It is a sphere, r = 14, density = 10.767, surface area = 175.924
5663: It is a sphere, r = 14, density = 18.087, surface area = 175.924
5664: It is a sphere, r = 14, density = 13.264, surface area = 175.924
5665: It is a sphere, r = 14, density = 12.406, surface area = 175.924
5666: It is a sphere, r = 14, density = 12.686, surface area = 175.924
5667: It is a sphere, r = 14, density = 15.889, surface area = 175.924
5668: It is a sphere, r = 14, density = 0.635, surface area = 175.924
5669: It is a sphere, r = 14, density = 7.615, surface area = 175.924
5670: It is a sphere, r = 14, density = 18.416, surface area = 175.924
5671: It is a sphere, r = 14, density = 14.802, surface area = 175.924
5672: It is a sphere, r = 14, density = 8.27, surface area = 175.924
5673: It is a sphere, r = 14, density = 10.272, surface area = 175.924
5674: It is a sphere, r = 14, density = 0.651, surface area = 175.924
5675: It is a sphere, r = 14, density = 12.076, surface area = 175.924
5676: It is a sphere, r = 14, density = 2.048, surface area = 175.924
5677: It is a sphere, r = 14, density = 5.244, surface area = 175.924
5678: It is a sphere, r = 14, density = 0.222, surface area = 175.924
5679: It is a sphere, r = 14, density = 9.636, surface area = 175.924
5680: It is a sphere, r = 14, density = 1.015, surface area = 175.924
5681: It is a sphere, r = 14, density = 11.267, surface area = 175.924
5682: It is a sphere, r = 14, density = 4.099, surface area = 175.924
5683: It is a sphere, r = 14, density = 8.582, surface area = 175.924
5684: It is a sphere, r = 14, density = 7.025, surface area = 175.924
5685: It is a sphere, r = 14, density = 8.337, surface area = 175.924
5686: It is a sphere, r = 14, density = 2.33, surface area = 175.924
5687: It is a sphere, r = 14, density = 2.909, surface area = 175.924
5688: It is a sphere, r = 14, density = 9.703, surface area = 175.924
5689: It is a sphere, r = 14, density = 19.979, surface area = 175.924
5690: It is a sphere, r = 14, density = 12.165, surface area = 175.924
5691: It is a sphere, r = 14, density = 17.871, surface area = 175.924
5692: It is a sphere, r = 14, density = 10.026, surface area = 175.924
5693: It is a sphere, r = 14, density = 14.716, surface area = 175.924
